organism,subset,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,k2p_potentiation|nca_block|nachr_antagonism,30.0,42,0.0,22.153645833333332,6.911944444444444
worm,k2p_potentiation|nca_block|nachr_antagonism,30.0,137,0.0,20.848958333333332,6.57875
worm,k2p_potentiation|nca_block|nachr_antagonism,30.0,219,0.0,21.890625,6.875555555555556
worm,k2p_potentiation|nca_block|nachr_antagonism,100.0,219,0.0,19.1640625,5.994166666666667
worm,k2p_potentiation|nca_block|nachr_antagonism,100.0,331,0.0,18.453125,5.7625
worm,k2p_potentiation|nca_block|nachr_antagonism,100.0,443,0.0,18.692708333333332,5.83125
worm,k2p_potentiation|nca_block|nachr_antagonism,200.0,42,0.0,16.4453125,5.066805555555556
worm,k2p_potentiation|nca_block|glucl_potentiation,10.0,42,0.0,23.221354166666668,7.261666666666667
worm,k2p_potentiation|nca_block|glucl_potentiation,10.0,137,0.0,22.182291666666668,7.020277777777777
worm,k2p_potentiation|nca_block|glucl_potentiation,10.0,219,0.0,23.166666666666668,7.298472222222222
worm,k2p_potentiation|nca_block|glucl_potentiation,10.0,331,0.0,22.557291666666668,7.091388888888889
worm,k2p_potentiation|nca_block|nachr_antagonism,200.0,137,0.0,15.346354166666666,4.7725
worm,k2p_potentiation|nca_block|nachr_antagonism,200.0,219,0.0,16.893229166666668,5.216111111111111
worm,k2p_potentiation|nca_block|nachr_antagonism,200.0,331,0.0,15.6328125,4.865
worm,k2p_potentiation|nca_block|nachr_antagonism,200.0,443,0.0,15.848958333333334,4.907777777777778
worm,k2p_potentiation|nca_block|glucl_potentiation,10.0,443,0.0,23.307291666666668,7.315972222222222
worm,k2p_potentiation|nca_block|glucl_potentiation,30.0,42,0.0,22.2890625,6.955
worm,k2p_potentiation|nca_block|glucl_potentiation,30.0,137,0.0,21.190104166666668,6.688611111111111
worm,k2p_potentiation|nca_block|glucl_potentiation,30.0,219,0.0,22.307291666666668,6.993055555555555
worm,k2p_potentiation|nca_block|nachr_antagonism,350.0,443,0.0,14.174479166666666,4.3509722222222225
worm,k2p_potentiation|nca_block|nachr_antagonism,500.0,42,0.0,13.059895833333334,3.9941666666666666
worm,k2p_potentiation|nca_block|nachr_antagonism,500.0,137,0.0,12.2109375,3.763472222222222
worm,k2p_potentiation|nca_block|nachr_antagonism,500.0,219,0.0,13.3671875,4.097638888888889
worm,k2p_potentiation|nca_block|glucl_potentiation,30.0,331,0.0,21.4921875,6.740555555555556
worm,k2p_potentiation|nca_block|glucl_potentiation,30.0,443,0.0,22.59375,7.07
worm,k2p_potentiation|nca_block|glucl_potentiation,100.0,42,0.0,19.346354166666668,5.991944444444444
worm,k2p_potentiation|nca_block|glucl_potentiation,100.0,137,0.0,18.484375,5.808055555555556
worm,k2p_potentiation|nca_block|glucl_potentiation,100.0,219,0.0,19.864583333333332,6.222083333333333
worm,k2p_potentiation|nca_block|glucl_potentiation,100.0,331,0.0,18.841145833333332,5.899166666666667
worm,k2p_potentiation|nca_block|glucl_potentiation,100.0,443,0.0,19.796875,6.158194444444445
worm,k2p_potentiation|nca_block|glucl_potentiation,200.0,42,0.0,17.294270833333332,5.335972222222222
worm,k2p_potentiation|nca_block|nachr_antagonism,500.0,331,0.020833333333333332,12.697916666666666,3.905972222222222
worm,k2p_potentiation|nca_block|nachr_antagonism,500.0,443,0.0,12.75,3.897777777777778
worm,k2p_potentiation|nca_block|nachr_antagonism,1000.0,42,0.0,11.2109375,3.4045833333333335
worm,k2p_potentiation|nca_block|nachr_antagonism,1000.0,137,0.0,10.520833333333334,3.2159722222222222
worm,k2p_potentiation|nca_block|nachr_antagonism,1000.0,219,0.0,11.684895833333334,3.5481944444444444
worm,k2p_potentiation|nca_block|nachr_antagonism,1000.0,331,0.020833333333333332,11.119791666666666,3.3802777777777777
worm,k2p_potentiation|nca_block|nachr_antagonism,1000.0,443,0.0,10.846354166666666,3.310277777777778
worm,k2p_potentiation|nca_block|nachr_antagonism,3000.0,42,0.0,9.734375,2.9316666666666666
worm,k2p_potentiation|nca_block|nachr_antagonism,3000.0,137,0.041666666666666664,9.2734375,2.7931944444444445
worm,k2p_potentiation|nca_block|nachr_antagonism,3000.0,219,0.0,10.294270833333334,3.0955555555555554
worm,k2p_potentiation|nca_block|nachr_antagonism,3000.0,331,0.020833333333333332,9.677083333333334,2.912638888888889
worm,k2p_potentiation|nca_block|nachr_antagonism,3000.0,443,0.020833333333333332,9.0,2.7555555555555555
worm,k2p_potentiation|nca_block|glucl_potentiation,500.0,331,0.0,13.609375,4.210833333333333
worm,k2p_potentiation|nca_block|glucl_potentiation,500.0,443,0.0,14.059895833333334,4.311527777777778
worm,k2p_potentiation|nca_block|glucl_potentiation,1000.0,42,0.0,11.994791666666666,3.6733333333333333
worm,k2p_potentiation|nca_block|glucl_potentiation,1000.0,137,0.0,11.40625,3.502361111111111
worm,k2p_potentiation|nca_block|glucl_potentiation,3000.0,137,0.0,9.96875,3.044027777777778
worm,k2p_potentiation|nca_block|glucl_potentiation,3000.0,219,0.0,11.1953125,3.4002777777777777
worm,k2p_potentiation|nca_block|glucl_potentiation,3000.0,331,0.020833333333333332,10.643229166666666,3.2270833333333333
worm,k2p_potentiation|nca_block|glucl_potentiation,3000.0,443,0.0,10.078125,3.0729166666666665
worm,k2p_potentiation|nca_block|glucl_potentiation,200.0,137,0.0,16.494791666666668,5.146944444444444
worm,k2p_potentiation|nca_block|glucl_potentiation,200.0,219,0.0,17.684895833333332,5.4911111111111115
worm,k2p_potentiation|nca_block|glucl_potentiation,200.0,331,0.0,16.4453125,5.11625
worm,k2p_potentiation|nca_block|glucl_potentiation,200.0,443,0.0,17.026041666666668,5.266527777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,10.0,443,0.0,23.447916666666668,7.357222222222222
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,30.0,42,0.0,22.4140625,7.0001388888888885
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,30.0,137,0.0,21.364583333333332,6.742222222222222
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,30.0,219,0.0,22.234375,6.986805555555556
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,30.0,331,0.0,21.739583333333332,6.814583333333333
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,30.0,443,0.0,22.739583333333332,7.120555555555556
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,100.0,42,0.0,19.877604166666668,6.155972222222222
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,100.0,137,0.0,18.841145833333332,5.905555555555556
worm,k2p_potentiation|nca_block|glucl_potentiation,350.0,42,0.0,15.265625,4.6925
worm,k2p_potentiation|nca_block|glucl_potentiation,350.0,137,0.0,14.3515625,4.443888888888889
worm,k2p_potentiation|nca_block|glucl_potentiation,350.0,219,0.0,15.627604166666666,4.802777777777778
worm,k2p_potentiation|nca_block|glucl_potentiation,350.0,331,0.0,14.53125,4.516527777777778
worm,k2p_potentiation|nca_block|glucl_potentiation,1000.0,219,0.0,12.3515625,3.774722222222222
worm,k2p_potentiation|nca_block|glucl_potentiation,1000.0,331,0.020833333333333332,11.8515625,3.6368055555555556
worm,k2p_potentiation|nca_block|glucl_potentiation,1000.0,443,0.0,12.049479166666666,3.6772222222222224
worm,k2p_potentiation|nca_block|glucl_potentiation,3000.0,42,0.0,10.661458333333334,3.2334722222222223
worm,k2p_potentiation|nca_block|glucl_potentiation,350.0,443,0.0,14.901041666666666,4.589444444444444
worm,k2p_potentiation|nca_block|glucl_potentiation,500.0,42,0.0,13.880208333333334,4.266111111111111
worm,k2p_potentiation|nca_block|glucl_potentiation,500.0,137,0.0,12.96875,4.019722222222223
worm,k2p_potentiation|nca_block|glucl_potentiation,500.0,219,0.0,14.125,4.348611111111111
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,10.0,42,0.0,23.25,7.272777777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,10.0,137,0.0,22.3515625,7.067361111111111
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,10.0,219,0.0,23.096354166666668,7.275277777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,10.0,331,0.0,22.6796875,7.1251388888888885
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,350.0,443,0.0,15.588541666666666,4.814861111111111
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,500.0,42,0.0,15.067708333333334,4.626527777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,500.0,137,0.0,13.8984375,4.309027777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,500.0,219,0.0,15.333333333333334,4.708055555555555
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,100.0,219,0.0,20.098958333333332,6.300138888888889
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,100.0,331,0.0,19.25,6.0223611111111115
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,100.0,443,0.0,20.1484375,6.262777777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,200.0,42,0.0,17.549479166666668,5.431111111111111
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,200.0,137,0.0,16.604166666666668,5.186388888888889
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,200.0,219,0.0,18.067708333333332,5.6338888888888885
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,200.0,331,0.0,16.953125,5.286527777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,200.0,443,0.0,17.6640625,5.469166666666666
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,350.0,42,0.0,15.903645833333334,4.8925
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,350.0,137,0.0,15.0703125,4.68
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,350.0,219,0.0,16.1171875,4.9776388888888885
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,350.0,331,0.0,15.260416666666666,4.735416666666667
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,3000.0,137,0.0,10.9765625,3.367777777777778
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,3000.0,219,0.0,11.966145833333334,3.655
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,3000.0,331,0.020833333333333332,11.572916666666666,3.535
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,3000.0,443,0.0,11.669270833333334,3.5606944444444446
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,1000.0,219,0.0,13.484375,4.140555555555555
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,1000.0,331,0.020833333333333332,13.114583333333334,4.033888888888889
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,1000.0,443,0.0,13.182291666666666,4.02125
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,3000.0,42,0.0,11.518229166666666,3.5280555555555555
worm,complex_i_block|snare_cooperativity|nca_block,10.0,443,0.0,22.6484375,7.070416666666667
worm,complex_i_block|snare_cooperativity|nca_block,30.0,42,0.0,19.971354166666668,6.1433333333333335
worm,complex_i_block|snare_cooperativity|nca_block,30.0,137,0.0,19.4140625,6.036388888888889
worm,complex_i_block|snare_cooperativity|nca_block,30.0,219,0.0,20.494791666666668,6.32625
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,500.0,331,0.0,14.208333333333334,4.4125
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,500.0,443,0.0,14.7109375,4.532638888888889
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,1000.0,42,0.0,13.109375,4.022222222222222
worm,k2p_potentiation|nachr_antagonism|glucl_potentiation,1000.0,137,0.0,12.302083333333334,3.801527777777778
worm,complex_i_block|snare_cooperativity|nca_block,10.0,42,0.0,22.622395833333332,7.018472222222222
worm,complex_i_block|snare_cooperativity|nca_block,10.0,137,0.0,21.619791666666668,6.799305555555556
worm,complex_i_block|snare_cooperativity|nca_block,10.0,219,0.0,22.5078125,7.054861111111111
worm,complex_i_block|snare_cooperativity|nca_block,10.0,331,0.0,22.143229166666668,6.9127777777777775
worm,complex_i_block|snare_cooperativity|nca_block,30.0,331,0.0,19.776041666666668,6.097083333333333
worm,complex_i_block|snare_cooperativity|nca_block,30.0,443,0.0,20.627604166666668,6.344444444444444
worm,complex_i_block|snare_cooperativity|nca_block,100.0,42,0.0,14.216145833333334,4.238194444444445
worm,complex_i_block|snare_cooperativity|nca_block,100.0,137,0.0,13.6875,4.084583333333334
worm,complex_i_block|snare_cooperativity|nca_block,350.0,42,0.020833333333333332,6.518229166666667,1.82625
worm,complex_i_block|snare_cooperativity|nca_block,350.0,137,0.08333333333333333,6.0703125,1.742361111111111
worm,complex_i_block|snare_cooperativity|nca_block,350.0,219,0.0625,6.653645833333333,1.8894444444444445
worm,complex_i_block|snare_cooperativity|nca_block,350.0,331,0.041666666666666664,6.708333333333333,1.876111111111111
worm,complex_i_block|snare_cooperativity|nca_block,100.0,219,0.0,14.315104166666666,4.2925
worm,complex_i_block|snare_cooperativity|nca_block,100.0,331,0.0,14.190104166666666,4.242083333333333
worm,complex_i_block|snare_cooperativity|nca_block,100.0,443,0.0,14.471354166666666,4.302222222222222
worm,complex_i_block|snare_cooperativity|nca_block,200.0,42,0.0,10.013020833333334,2.8670833333333334
worm,complex_i_block|snare_cooperativity|nca_block,200.0,137,0.041666666666666664,9.328125,2.7247222222222223
worm,complex_i_block|snare_cooperativity|nca_block,200.0,219,0.0,10.338541666666666,2.9672222222222224
worm,complex_i_block|snare_cooperativity|nca_block,200.0,331,0.020833333333333332,9.7109375,2.8081944444444447
worm,complex_i_block|snare_cooperativity|nca_block,200.0,443,0.0,9.776041666666666,2.817222222222222
worm,complex_i_block|snare_cooperativity|nca_block,3000.0,137,0.8958333333333334,1.59375,0.5820833333333333
worm,complex_i_block|snare_cooperativity|nca_block,3000.0,219,0.7916666666666666,1.9270833333333333,0.6434722222222222
worm,complex_i_block|snare_cooperativity|nca_block,3000.0,331,0.8541666666666666,1.9036458333333333,0.6301388888888889
worm,complex_i_block|snare_cooperativity|nca_block,3000.0,443,0.9166666666666666,1.5260416666666667,0.5788888888888889
worm,complex_i_block|snare_cooperativity|nachr_antagonism,10.0,42,0.0,22.635416666666668,7.025138888888889
worm,complex_i_block|snare_cooperativity|nachr_antagonism,10.0,137,0.0,21.658854166666668,6.812083333333334
worm,complex_i_block|snare_cooperativity|nachr_antagonism,10.0,219,0.0,22.528645833333332,7.066388888888889
worm,complex_i_block|snare_cooperativity|nachr_antagonism,10.0,331,0.0,22.223958333333332,6.936805555555556
worm,complex_i_block|snare_cooperativity|nachr_antagonism,10.0,443,0.0,22.661458333333332,7.0775
worm,complex_i_block|snare_cooperativity|nachr_antagonism,30.0,42,0.0,20.145833333333332,6.199027777777777
worm,complex_i_block|snare_cooperativity|nachr_antagonism,30.0,137,0.0,19.635416666666668,6.106805555555556
worm,complex_i_block|snare_cooperativity|nachr_antagonism,30.0,219,0.0,20.643229166666668,6.3781944444444445
worm,complex_i_block|snare_cooperativity|nca_block,500.0,331,0.10416666666666667,5.161458333333333,1.4359722222222222
worm,complex_i_block|snare_cooperativity|nca_block,500.0,443,0.20833333333333334,4.703125,1.361388888888889
worm,complex_i_block|snare_cooperativity|nca_block,1000.0,42,0.5208333333333334,3.0494791666666665,0.8809722222222223
worm,complex_i_block|snare_cooperativity|nca_block,1000.0,137,0.5416666666666666,2.96875,0.89125
worm,complex_i_block|snare_cooperativity|nca_block,350.0,443,0.08333333333333333,6.377604166666667,1.8202777777777779
worm,complex_i_block|snare_cooperativity|nca_block,500.0,42,0.10416666666666667,5.125,1.4013888888888888
worm,complex_i_block|snare_cooperativity|nca_block,500.0,137,0.25,4.559895833333333,1.3273611111111112
worm,complex_i_block|snare_cooperativity|nca_block,500.0,219,0.16666666666666666,4.893229166666667,1.4105555555555556
worm,complex_i_block|snare_cooperativity|nca_block,1000.0,219,0.5416666666666666,3.09375,0.9165277777777778
worm,complex_i_block|snare_cooperativity|nca_block,1000.0,331,0.5208333333333334,3.1380208333333335,0.9104166666666667
worm,complex_i_block|snare_cooperativity|nca_block,1000.0,443,0.6666666666666666,2.5885416666666665,0.8395833333333333
worm,complex_i_block|snare_cooperativity|nca_block,3000.0,42,0.8958333333333334,1.8411458333333333,0.6223611111111111
worm,complex_i_block|snare_cooperativity|nachr_antagonism,350.0,42,0.020833333333333332,6.989583333333333,1.9520833333333334
worm,complex_i_block|snare_cooperativity|nachr_antagonism,350.0,137,0.0625,6.5703125,1.885
worm,complex_i_block|snare_cooperativity|nachr_antagonism,350.0,219,0.020833333333333332,7.161458333333333,2.029027777777778
worm,complex_i_block|snare_cooperativity|nachr_antagonism,350.0,331,0.041666666666666664,7.135416666666667,1.9984722222222222
worm,complex_i_block|snare_cooperativity|nachr_antagonism,30.0,331,0.0,19.84375,6.12375
worm,complex_i_block|snare_cooperativity|nachr_antagonism,30.0,443,0.0,20.75,6.385972222222223
worm,complex_i_block|snare_cooperativity|nachr_antagonism,100.0,42,0.0,14.682291666666666,4.368333333333333
worm,complex_i_block|snare_cooperativity|nachr_antagonism,100.0,137,0.0,13.830729166666666,4.151527777777778
worm,complex_i_block|snare_cooperativity|nachr_antagonism,100.0,219,0.0,14.65625,4.402083333333334
worm,complex_i_block|snare_cooperativity|nachr_antagonism,100.0,331,0.0,14.322916666666666,4.29375
worm,complex_i_block|snare_cooperativity|nachr_antagonism,100.0,443,0.0,14.84375,4.417638888888889
worm,complex_i_block|snare_cooperativity|nachr_antagonism,200.0,42,0.0,10.5625,3.0211111111111113
worm,complex_i_block|snare_cooperativity|nachr_antagonism,200.0,137,0.020833333333333332,9.830729166666666,2.8602777777777777
worm,complex_i_block|snare_cooperativity|nachr_antagonism,200.0,219,0.0,10.546875,3.047361111111111
worm,complex_i_block|snare_cooperativity|nachr_antagonism,200.0,331,0.0,10.2578125,2.9590277777777776
worm,complex_i_block|snare_cooperativity|nachr_antagonism,200.0,443,0.0,10.080729166666666,2.921527777777778
worm,complex_i_block|snare_cooperativity|nachr_antagonism,500.0,331,0.08333333333333333,5.6796875,1.5695833333333333
worm,complex_i_block|snare_cooperativity|nachr_antagonism,500.0,443,0.20833333333333334,5.255208333333333,1.4991666666666668
worm,complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,42,0.4791666666666667,3.375,0.9683333333333334
worm,complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,137,0.5208333333333334,3.1484375,0.9555555555555556
worm,complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,219,0.4791666666666667,3.3411458333333335,0.9947222222222222
worm,complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,331,0.3958333333333333,3.5052083333333335,1.0105555555555557
worm,complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,443,0.4583333333333333,3.15625,0.9643055555555555
worm,complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,42,0.875,2.0598958333333335,0.6805555555555556
worm,complex_i_block|snare_cooperativity|glucl_potentiation,10.0,42,0.0,22.684895833333332,7.051805555555555
worm,complex_i_block|snare_cooperativity|glucl_potentiation,10.0,137,0.0,21.578125,6.795138888888889
worm,complex_i_block|snare_cooperativity|glucl_potentiation,10.0,219,0.0,22.53125,7.072222222222222
worm,complex_i_block|snare_cooperativity|glucl_potentiation,10.0,331,0.0,22.296875,6.959583333333334
worm,complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,137,0.8541666666666666,1.8645833333333333,0.6573611111111111
worm,complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,219,0.7916666666666666,2.1276041666666665,0.7068055555555556
worm,complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,331,0.7916666666666666,2.0572916666666665,0.6819444444444445
worm,complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,443,0.9166666666666666,1.7239583333333333,0.6415277777777778
worm,complex_i_block|snare_cooperativity|nachr_antagonism,350.0,443,0.0625,6.671875,1.9159722222222222
worm,complex_i_block|snare_cooperativity|nachr_antagonism,500.0,42,0.10416666666666667,5.484375,1.5116666666666667
worm,complex_i_block|snare_cooperativity|nachr_antagonism,500.0,137,0.16666666666666666,4.911458333333333,1.4272222222222222
worm,complex_i_block|snare_cooperativity|nachr_antagonism,500.0,219,0.14583333333333334,5.234375,1.5016666666666667
worm,complex_i_block|snare_cooperativity|glucl_potentiation,200.0,137,0.020833333333333332,10.1875,2.9806944444444445
worm,complex_i_block|snare_cooperativity|glucl_potentiation,200.0,219,0.0,10.809895833333334,3.1443055555555555
worm,complex_i_block|snare_cooperativity|glucl_potentiation,200.0,331,0.0,10.830729166666666,3.1241666666666665
worm,complex_i_block|snare_cooperativity|glucl_potentiation,200.0,443,0.0,10.979166666666666,3.161388888888889
worm,complex_i_block|snare_cooperativity|glucl_potentiation,100.0,219,0.0,14.921875,4.490555555555556
worm,complex_i_block|snare_cooperativity|glucl_potentiation,100.0,331,0.0,14.981770833333334,4.481805555555556
worm,complex_i_block|snare_cooperativity|glucl_potentiation,100.0,443,0.0,15.166666666666666,4.519027777777778
worm,complex_i_block|snare_cooperativity|glucl_potentiation,200.0,42,0.0,10.932291666666666,3.145277777777778
worm,complex_i_block|snare_cooperativity|glucl_potentiation,10.0,443,0.0,23.0,7.18
worm,complex_i_block|snare_cooperativity|glucl_potentiation,30.0,42,0.0,20.138020833333332,6.2
worm,complex_i_block|snare_cooperativity|glucl_potentiation,30.0,137,0.0,20.0,6.211944444444445
worm,complex_i_block|snare_cooperativity|glucl_potentiation,30.0,219,0.0,20.986979166666668,6.477916666666666
worm,complex_i_block|snare_cooperativity|glucl_potentiation,30.0,331,0.0,20.2109375,6.2283333333333335
worm,complex_i_block|snare_cooperativity|glucl_potentiation,30.0,443,0.0,21.096354166666668,6.492638888888889
worm,complex_i_block|snare_cooperativity|glucl_potentiation,100.0,42,0.0,15.239583333333334,4.5216666666666665
worm,complex_i_block|snare_cooperativity|glucl_potentiation,100.0,137,0.0,14.419270833333334,4.332916666666667
worm,complex_i_block|nca_block|nachr_antagonism,10.0,42,0.0,23.03125,7.187916666666666
worm,complex_i_block|nca_block|nachr_antagonism,10.0,137,0.0,22.1328125,6.980138888888889
worm,complex_i_block|nca_block|nachr_antagonism,10.0,219,0.0,22.885416666666668,7.200833333333334
worm,complex_i_block|nca_block|nachr_antagonism,10.0,331,0.0,22.401041666666668,7.034166666666667
worm,complex_i_block|snare_cooperativity|glucl_potentiation,1000.0,219,0.3541666666666667,3.6770833333333335,1.0976388888888888
worm,complex_i_block|snare_cooperativity|glucl_potentiation,1000.0,331,0.3333333333333333,3.9114583333333335,1.113888888888889
worm,complex_i_block|snare_cooperativity|glucl_potentiation,1000.0,443,0.3958333333333333,3.4947916666666665,1.0538888888888889
worm,complex_i_block|snare_cooperativity|glucl_potentiation,3000.0,42,0.7083333333333334,2.3880208333333335,0.7584722222222222
worm,complex_i_block|snare_cooperativity|glucl_potentiation,3000.0,137,0.7708333333333334,2.1536458333333335,0.7422222222222222
worm,complex_i_block|snare_cooperativity|glucl_potentiation,3000.0,219,0.75,2.2786458333333335,0.7752777777777777
worm,complex_i_block|snare_cooperativity|glucl_potentiation,3000.0,331,0.7083333333333334,2.265625,0.7508333333333334
worm,complex_i_block|snare_cooperativity|glucl_potentiation,3000.0,443,0.7708333333333334,2.0833333333333335,0.7345833333333334
worm,complex_i_block|snare_cooperativity|glucl_potentiation,350.0,443,0.08333333333333333,7.2109375,2.069722222222222
worm,complex_i_block|snare_cooperativity|glucl_potentiation,500.0,42,0.10416666666666667,5.90625,1.6352777777777778
worm,complex_i_block|snare_cooperativity|glucl_potentiation,500.0,137,0.14583333333333334,5.5390625,1.5944444444444446
worm,complex_i_block|snare_cooperativity|glucl_potentiation,500.0,219,0.0625,6.0703125,1.7134722222222223
worm,complex_i_block|snare_cooperativity|glucl_potentiation,350.0,42,0.0,7.59375,2.1181944444444443
worm,complex_i_block|snare_cooperativity|glucl_potentiation,350.0,137,0.041666666666666664,7.21875,2.0743055555555556
worm,complex_i_block|snare_cooperativity|glucl_potentiation,350.0,219,0.020833333333333332,7.760416666666667,2.1954166666666666
worm,complex_i_block|snare_cooperativity|glucl_potentiation,350.0,331,0.041666666666666664,7.575520833333333,2.1438888888888887
worm,complex_i_block|nca_block|nachr_antagonism,30.0,331,0.0,20.848958333333332,6.517083333333333
worm,complex_i_block|nca_block|nachr_antagonism,30.0,443,0.0,21.744791666666668,6.787916666666667
worm,complex_i_block|nca_block|nachr_antagonism,100.0,42,0.0,17.408854166666668,5.385555555555555
worm,complex_i_block|nca_block|nachr_antagonism,100.0,137,0.0,16.580729166666668,5.175972222222223
worm,complex_i_block|snare_cooperativity|glucl_potentiation,500.0,331,0.0625,6.2734375,1.7304166666666667
worm,complex_i_block|snare_cooperativity|glucl_potentiation,500.0,443,0.08333333333333333,5.747395833333333,1.634861111111111
worm,complex_i_block|snare_cooperativity|glucl_potentiation,1000.0,42,0.3333333333333333,3.796875,1.0802777777777777
worm,complex_i_block|snare_cooperativity|glucl_potentiation,1000.0,137,0.4791666666666667,3.421875,1.0394444444444444
worm,complex_i_block|nca_block|nachr_antagonism,10.0,443,0.0,23.098958333333332,7.245277777777778
worm,complex_i_block|nca_block|nachr_antagonism,30.0,42,0.0,21.440104166666668,6.667361111111111
worm,complex_i_block|nca_block|nachr_antagonism,30.0,137,0.0,19.942708333333332,6.3123611111111115
worm,complex_i_block|nca_block|nachr_antagonism,30.0,219,0.0,21.440104166666668,6.733333333333333
worm,complex_i_block|nca_block|nachr_antagonism,200.0,137,0.0,13.2578125,4.108194444444444
worm,complex_i_block|nca_block|nachr_antagonism,200.0,219,0.0,14.3203125,4.409027777777778
worm,complex_i_block|nca_block|nachr_antagonism,200.0,331,0.0,13.622395833333334,4.220416666666667
worm,complex_i_block|nca_block|nachr_antagonism,200.0,443,0.0,14.158854166666666,4.348611111111111
worm,complex_i_block|nca_block|nachr_antagonism,100.0,219,0.0,17.7421875,5.524305555555555
worm,complex_i_block|nca_block|nachr_antagonism,100.0,331,0.0,16.604166666666668,5.170555555555556
worm,complex_i_block|nca_block|nachr_antagonism,100.0,443,0.0,17.283854166666668,5.343472222222222
worm,complex_i_block|nca_block|nachr_antagonism,200.0,42,0.0,14.145833333333334,4.344444444444444
worm,complex_i_block|nca_block|glucl_potentiation,30.0,331,0.0,20.90625,6.553055555555556
worm,complex_i_block|nca_block|glucl_potentiation,30.0,443,0.0,21.841145833333332,6.826527777777778
worm,complex_i_block|nca_block|glucl_potentiation,100.0,42,0.0,17.671875,5.465277777777778
worm,complex_i_block|nca_block|glucl_potentiation,100.0,137,0.0,16.84375,5.255833333333333
worm,complex_i_block|nca_block|nachr_antagonism,350.0,42,0.0,11.463541666666666,3.506666666666667
worm,complex_i_block|nca_block|nachr_antagonism,350.0,137,0.0,10.807291666666666,3.3183333333333334
worm,complex_i_block|nca_block|nachr_antagonism,350.0,219,0.0,11.846354166666666,3.620416666666667
worm,complex_i_block|nca_block|nachr_antagonism,350.0,331,0.020833333333333332,11.497395833333334,3.508888888888889
worm,complex_i_block|nca_block|nachr_antagonism,350.0,443,0.0,11.552083333333334,3.5256944444444445
worm,complex_i_block|nca_block|nachr_antagonism,500.0,42,0.0,10.4296875,3.1594444444444445
worm,complex_i_block|nca_block|nachr_antagonism,500.0,137,0.020833333333333332,9.799479166666666,2.9805555555555556
worm,complex_i_block|nca_block|nachr_antagonism,500.0,219,0.0,11.119791666666666,3.352361111111111
worm,complex_i_block|nca_block|glucl_potentiation,200.0,137,0.0,14.080729166666666,4.36125
worm,complex_i_block|nca_block|glucl_potentiation,200.0,219,0.0,15.484375,4.752361111111111
worm,complex_i_block|nca_block|glucl_potentiation,200.0,331,0.0,14.260416666666666,4.427222222222222
