organism,subset,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,137,0.0,21.0390625,6.6325
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,219,0.0,22.015625,6.88875
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,331,0.0,21.4765625,6.700972222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,331,0.0,18.263020833333332,5.636527777777777
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,443,0.0,19.122395833333332,5.866666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,42,0.0,11.666666666666666,3.4298611111111112
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,137,0.0,10.927083333333334,3.261527777777778
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,331,0.4375,3.6536458333333335,1.0009722222222222
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,443,0.5,2.9479166666666665,0.89
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,42,0.8333333333333334,1.9583333333333333,0.5822222222222222
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,137,0.875,1.6614583333333333,0.5363888888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,137,0.020833333333333332,6.705729166666667,1.9040277777777779
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,219,0.0625,7.020833333333333,2.0059722222222223
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,331,0.041666666666666664,6.869791666666667,1.9491666666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,443,0.041666666666666664,6.677083333333333,1.9204166666666667
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,443,0.25,4.489583333333333,1.3034722222222221
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,42,0.3541666666666667,3.7395833333333335,1.0131944444444445
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,137,0.4791666666666667,3.3020833333333335,0.9438888888888889
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,219,0.375,3.3723958333333335,0.9718055555555556
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,219,0.0,11.911458333333334,3.5229166666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,331,0.0,11.424479166666666,3.401527777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,443,0.0,11.90625,3.5069444444444446
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,42,0.020833333333333332,6.817708333333333,1.9391666666666667
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,137,1.0,0.8723958333333334,0.34152777777777776
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,219,0.9583333333333334,0.9895833333333334,0.3763888888888889
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,331,1.0,1.0598958333333333,0.3798611111111111
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,443,1.0,0.5625,0.32416666666666666
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,219,0.7916666666666666,2.0651041666666665,0.6127777777777778
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,331,0.8541666666666666,1.9947916666666667,0.5886111111111111
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,443,0.9375,1.421875,0.5195833333333333
worm,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,42,0.9791666666666666,0.8958333333333334,0.36666666666666664
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,443,0.0,22.294270833333332,6.94375
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,42,0.0,18.520833333333332,5.707222222222223
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,137,0.0,17.739583333333332,5.52
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,219,0.0,19.25,5.935277777777777
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,42,0.2916666666666667,4.044270833333333,1.1047222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,137,0.3333333333333333,3.8072916666666665,1.0616666666666668
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,219,0.2916666666666667,4.109375,1.1495833333333334
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,331,0.22916666666666666,4.263020833333333,1.155
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,443,0.5,3.46875,1.0065277777777777
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,42,0.6041666666666666,2.6484375,0.7393055555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,137,0.6666666666666666,2.3411458333333335,0.6988888888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,219,0.5625,2.7864583333333335,0.7923611111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,137,1.0,0.6770833333333334,0.24944444444444444
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,219,1.0,0.7005208333333334,0.2725
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,331,1.0,0.7447916666666666,0.27625
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,443,1.0,0.3671875,0.2351388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,42,0.0,21.872395833333332,6.783055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,137,0.0,20.916666666666668,6.602361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,219,0.0,22.049479166666668,6.898194444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,331,0.0,21.4453125,6.692916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,443,0.0,22.1953125,6.912916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,42,0.0,18.515625,5.69625
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,137,0.0,17.59375,5.47625
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,219,0.0,19.057291666666668,5.872916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,219,0.0,11.7578125,3.468611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,331,0.0,11.479166666666666,3.403611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,443,0.0,11.619791666666666,3.42125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,42,0.020833333333333332,6.755208333333333,1.9116666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,219,0.8958333333333334,1.3411458333333333,0.43375
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,331,0.9375,1.4010416666666667,0.43319444444444444
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,443,1.0,0.8645833333333334,0.3688888888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,42,1.0,0.5755208333333334,0.26069444444444445
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,331,0.625,2.8828125,0.7851388888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,443,0.7291666666666666,2.140625,0.6684722222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,42,0.9583333333333334,1.28125,0.41930555555555554
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,137,0.9791666666666666,1.1328125,0.3863888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,42,0.2916666666666667,3.9114583333333335,1.0681944444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,137,0.3333333333333333,3.6979166666666665,1.0305555555555554
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,219,0.2916666666666667,4.015625,1.1243055555555554
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,331,0.25,4.197916666666667,1.135138888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,331,0.0,18.208333333333332,5.616805555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,443,0.0,19.036458333333332,5.835
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,42,0.0,11.533854166666666,3.3895833333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,137,0.0,10.705729166666666,3.194722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,137,0.041666666666666664,6.575520833333333,1.8595833333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,219,0.0625,7.020833333333333,1.9941666666666666
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,331,0.041666666666666664,6.783854166666667,1.9190277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,443,0.041666666666666664,6.4453125,1.857361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,443,0.5,3.4270833333333335,0.9930555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,42,0.625,2.5729166666666665,0.7220833333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,137,0.6875,2.2838541666666665,0.6823611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,219,0.6041666666666666,2.7083333333333335,0.7691666666666667
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,443,0.0,22.161458333333332,6.899444444444445
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,42,0.0,17.979166666666668,5.519166666666667
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,137,0.0,17.2421875,5.352222222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,219,0.0,18.549479166666668,5.725138888888889
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,137,0.10416666666666667,5.536458333333333,1.5744444444444445
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,219,0.041666666666666664,6.182291666666667,1.7334722222222223
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,331,0.0625,5.833333333333333,1.6422222222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,443,0.16666666666666666,5.197916666666667,1.5147222222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,331,0.6458333333333334,2.8359375,0.7706944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,443,0.7916666666666666,2.0390625,0.645
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,42,0.9583333333333334,1.2864583333333333,0.41694444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,137,0.9791666666666666,1.1145833333333333,0.38166666666666665
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,219,0.0,10.934895833333334,3.207222222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,331,0.0,10.611979166666666,3.1305555555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,443,0.0,10.8984375,3.1944444444444446
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,200.0,42,0.0625,5.916666666666667,1.6565277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,137,1.0,0.6666666666666666,0.24666666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,219,1.0,0.6796875,0.26819444444444446
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,331,1.0,0.7395833333333334,0.2738888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,443,1.0,0.3541666666666667,0.23375
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,42,0.0,21.723958333333332,6.735138888888889
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,137,0.0,20.783854166666668,6.557361111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,219,0.0,21.927083333333332,6.849583333333333
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,10.0,331,0.0,21.473958333333332,6.687777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,219,0.875,1.3489583333333333,0.43027777777777776
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,331,0.9375,1.3828125,0.4265277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,443,1.0,0.8619791666666666,0.36486111111111114
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,42,1.0,0.5755208333333334,0.2594444444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,331,0.0,17.755208333333332,5.473194444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,30.0,443,0.0,18.5234375,5.672777777777778
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,42,0.0,10.611979166666666,3.128888888888889
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,100.0,137,0.0,9.84375,2.9316666666666666
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,42,0.4166666666666667,3.171875,0.8738888888888889
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,137,0.5208333333333334,2.8072916666666665,0.8161111111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,219,0.4166666666666667,3.5130208333333335,0.9606944444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,331,0.3958333333333333,3.4036458333333335,0.9216666666666666
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,350.0,443,0.6666666666666666,2.6223958333333335,0.7768055555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,42,0.8333333333333334,1.7760416666666667,0.5255555555555556
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,137,0.875,1.7057291666666667,0.5219444444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,219,0.7083333333333334,1.9479166666666667,0.5755555555555556
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,331,0.75,2.1041666666666665,0.5905555555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,500.0,443,0.875,1.4114583333333333,0.49069444444444443
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,42,0.9791666666666666,0.8385416666666666,0.3045833333333333
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,137,1.0,0.859375,0.28805555555555556
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,219,0.9791666666666666,1.0598958333333333,0.3313888888888889
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,331,0.9791666666666666,1.0729166666666667,0.3298611111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,1000.0,443,1.0,0.5859375,0.27361111111111114
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,42,1.0,0.453125,0.1934722222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,137,1.0,0.4348958333333333,0.18347222222222223
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,219,1.0,0.4609375,0.19152777777777777
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,331,1.0,0.4479166666666667,0.19444444444444445
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,3000.0,443,1.0,0.21614583333333334,0.1688888888888889
fly,gaba_potentiation,30.0,331,0.0,2.0721884498480243,2.283381323396567
fly,gaba_potentiation,30.0,443,0.0,2.033561296859169,2.231763775971093
fly,gaba_potentiation,100.0,42,0.0,2.0236195542046604,2.2066536811201445
fly,gaba_potentiation,100.0,137,0.0,2.0009498480243164,2.2045788166214995
fly,gaba_potentiation,100.0,219,0.0,1.9827127659574468,2.1623193315266485
fly,gaba_potentiation,100.0,331,0.0,2.003672745694022,2.1861732158988256
fly,gaba_potentiation,100.0,443,0.0,1.978596757852077,2.174683830171635
fly,gaba_potentiation,200.0,42,0.0,1.9704280648429584,2.144986449864499
fly,gaba_potentiation,350.0,443,0.0,1.8675278622087133,2.0416807813911473
fly,gaba_potentiation,500.0,42,0.0,1.8772796352583587,2.031574638663053
fly,gaba_potentiation,500.0,137,0.0,1.8644250253292807,2.0412573396567297
fly,gaba_potentiation,500.0,219,0.0,1.8206686930091187,1.9782492095754292
fly,gaba_potentiation,10.0,443,0.0,2.0436930091185412,2.2511432926829267
fly,gaba_potentiation,30.0,42,0.0,2.122403748733536,2.3345330849141823
fly,gaba_potentiation,30.0,137,0.0,2.0482522796352582,2.2613905826558267
fly,gaba_potentiation,30.0,219,0.0,2.034067882472138,2.2320178410117433
fly,gaba_potentiation,10.0,42,0.0,2.12734295845998,2.330058717253839
fly,gaba_potentiation,10.0,137,0.0,2.0541413373860187,2.265215672990063
fly,gaba_potentiation,10.0,219,0.0,2.071745187436677,2.2734869015356822
fly,gaba_potentiation,10.0,331,0.0,2.091185410334347,2.2956893631436315
fly,gaba_potentiation,500.0,331,0.0,1.856319655521783,2.0174175700090333
fly,gaba_potentiation,500.0,443,0.0,1.8172492401215805,1.975708559168925
fly,gaba_potentiation,1000.0,42,0.0,1.8324468085106382,1.9887505645889791
fly,gaba_potentiation,1000.0,137,0.0,1.7958459979736574,1.9624830623306233
fly,gaba_potentiation,200.0,137,0.0,1.943579027355623,2.1392699864498645
fly,gaba_potentiation,200.0,219,0.0,1.9083713272543061,2.074610433604336
fly,gaba_potentiation,200.0,331,0.0,1.9427558257345492,2.1133130081300813
fly,gaba_potentiation,200.0,443,0.0,1.921922492401216,2.105394647696477
fly,gaba_potentiation,350.0,42,0.0,1.923632218844985,2.0885416666666665
fly,gaba_potentiation,350.0,137,0.0,1.8980496453900713,2.078435523938573
fly,gaba_potentiation,350.0,219,0.0,1.8447315096251267,2.003077009936766
fly,gaba_potentiation,350.0,331,0.0,1.8936170212765955,2.0542146567299007
fly,k2p_potentiation,10.0,443,0.0,2.041983282674772,2.2454691734417342
fly,k2p_potentiation,30.0,42,0.0,2.1066995947315097,2.316550925925926
fly,k2p_potentiation,30.0,137,0.0,2.0430597771023304,2.25684564137308
fly,k2p_potentiation,30.0,219,0.0,2.024062816616008,2.2215729448961157
fly,gaba_potentiation,1000.0,219,0.0,1.7594984802431608,1.90039238934056
fly,gaba_potentiation,1000.0,331,0.0,1.8021149949341442,1.946603997289973
fly,gaba_potentiation,1000.0,443,0.0,1.7772922998986829,1.9286924119241193
fly,gaba_potentiation,3000.0,42,0.0,1.7803951367781155,1.9256718608852754
fly,gaba_potentiation,3000.0,137,0.0,1.740628166160081,1.8955510388437218
fly,gaba_potentiation,3000.0,219,0.0,1.7106762917933132,1.8407576784101174
fly,gaba_potentiation,3000.0,331,0.0,1.7496200607902737,1.883864046973803
fly,gaba_potentiation,3000.0,443,0.0,1.7133991894630192,1.8472786811201445
fly,k2p_potentiation,10.0,42,0.0,2.1340552178318135,2.3424655600722675
fly,k2p_potentiation,10.0,137,0.0,2.05661094224924,2.268631436314363
fly,k2p_potentiation,10.0,219,0.0,2.065729483282675,2.267601061427281
fly,k2p_potentiation,10.0,331,0.0,2.0920086119554204,2.2961833785004515
fly,k2p_potentiation,200.0,137,0.0,1.9073581560283686,2.095838979223126
fly,k2p_potentiation,200.0,219,0.0,1.891970618034448,2.05859022131888
fly,k2p_potentiation,200.0,331,0.0,1.918693009118541,2.0905459575429086
fly,k2p_potentiation,200.0,443,0.0,1.9021023302938194,2.079395325203252
fly,k2p_potentiation,30.0,331,0.0,2.061613475177305,2.2690689927732612
fly,k2p_potentiation,30.0,443,0.0,2.0156408308004052,2.2168586269196027
fly,k2p_potentiation,100.0,42,0.0,2.011398176291793,2.189885388437218
fly,k2p_potentiation,100.0,137,0.0,1.9751139817629177,2.1744015356820237
fly,k2p_potentiation,350.0,443,0.0,1.8284574468085106,1.9890046296296295
fly,k2p_potentiation,500.0,42,0.0,1.8518870314083078,2.005151874435411
fly,k2p_potentiation,500.0,137,0.0,1.8267477203647415,1.9966689250225835
fly,k2p_potentiation,500.0,219,0.0,1.794642857142857,1.9446561653116532
fly,k2p_potentiation,350.0,42,0.0,1.8925405268490376,2.047383130081301
fly,k2p_potentiation,350.0,137,0.0,1.862145390070922,2.036331300813008
fly,k2p_potentiation,350.0,219,0.0,1.825227963525836,1.9832599367660344
fly,k2p_potentiation,350.0,331,0.0,1.8688576494427558,2.030614837398374
fly,k2p_potentiation,100.0,219,0.0,1.9584599797365756,2.1327348690153567
fly,k2p_potentiation,100.0,331,0.0,1.9697315096251267,2.1466237579042455
fly,k2p_potentiation,100.0,443,0.0,1.954660587639311,2.14989837398374
fly,k2p_potentiation,200.0,42,0.0,1.9295845997973657,2.091435185185185
fly,k2p_potentiation,500.0,331,0.0,1.835739614994934,1.9915876242095754
fly,k2p_potentiation,500.0,443,0.0,1.7962892603850051,1.9530120822041555
fly,k2p_potentiation,1000.0,42,0.0,1.8119300911854104,1.9638804200542006
fly,k2p_potentiation,1000.0,137,0.0,1.779065349544073,1.9417344173441735
fly,complex_i_block,10.0,42,0.0,2.126709726443769,2.3381182249322494
