organism,subset,anesthetic,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,331,0.3958333333333333,3.7317708333333335,1.01
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,443,0.5208333333333334,2.96875,0.88375
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,42,0.7916666666666666,2.0494791666666665,0.5936111111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,137,0.8333333333333334,1.7942708333333333,0.5601388888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,219,0.75,2.0729166666666665,0.6175
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,331,0.8333333333333334,2.0833333333333335,0.6059722222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,443,0.9166666666666666,1.3880208333333333,0.5102777777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,42,0.9791666666666666,1.0234375,0.3827777777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,42,0.0,22.158854166666668,6.876666666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,137,0.0,21.3203125,6.71125
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,219,0.0,22.244791666666668,6.962638888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,331,0.0,21.5859375,6.733194444444444
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,443,0.0,22.466145833333332,6.997222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,42,0.0,19.005208333333332,5.851527777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,137,0.0,18.213541666666668,5.667638888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,219,0.0,19.6171875,6.051944444444445
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,137,0.9791666666666666,0.9557291666666666,0.36041666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,219,0.9166666666666666,1.234375,0.41208333333333336
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,331,0.9375,1.3046875,0.41041666666666665
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,443,1.0,0.7161458333333334,0.345
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,137,0.020833333333333332,7.627604166666667,2.1844444444444444
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,219,0.020833333333333332,7.997395833333333,2.30625
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,331,0.020833333333333332,8.184895833333334,2.323472222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,443,0.041666666666666664,8.044270833333334,2.3022222222222224
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,42,0.041666666666666664,5.869791666666667,1.6383333333333334
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,137,0.0625,5.588541666666667,1.5979166666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,219,0.08333333333333333,6.182291666666667,1.7406944444444445
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,331,0.0625,5.8515625,1.6419444444444444
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,331,0.0,18.986979166666668,5.846527777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,443,0.0,19.700520833333332,6.045
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,42,0.0,12.552083333333334,3.707222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,137,0.0,11.635416666666666,3.4940277777777777
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,219,0.0,12.5703125,3.7223611111111112
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,331,0.0,12.2734375,3.67625
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,443,0.0,12.682291666666666,3.7484722222222224
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,42,0.0,8.184895833333334,2.32
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,331,0.3541666666666667,3.9192708333333335,1.08125
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,443,0.4791666666666667,3.265625,0.9640277777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,42,0.7291666666666666,2.2473958333333335,0.6536111111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,137,0.7708333333333334,1.9713541666666667,0.6120833333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,219,0.6875,2.3072916666666665,0.6802777777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,331,0.7916666666666666,2.3958333333333335,0.6801388888888888
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,443,0.9166666666666666,1.6484375,0.5722222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,3000.0,42,0.9166666666666666,1.3541666666666667,0.44875
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,443,0.10416666666666667,5.640625,1.618611111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,42,0.3125,3.8958333333333335,1.0638888888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,137,0.4375,3.5755208333333335,1.01875
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,219,0.3125,3.8541666666666665,1.0793055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,200.0,137,0.020833333333333332,6.799479166666667,1.9402777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,200.0,219,0.0625,7.098958333333333,2.0369444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,200.0,331,0.041666666666666664,7.127604166666667,2.013472222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,200.0,443,0.041666666666666664,6.8125,1.9673611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,290.0,42,0.125,5.018229166666667,1.3879166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,290.0,137,0.20833333333333334,4.5859375,1.3098611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,290.0,219,0.08333333333333333,5.3515625,1.4909722222222221
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,290.0,331,0.10416666666666667,5.078125,1.4133333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,1000.0,219,0.8125,1.8411458333333333,0.5516666666666666
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,1000.0,331,0.8541666666666666,1.7890625,0.5288888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,1000.0,443,0.9166666666666666,1.1927083333333333,0.45305555555555554
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,3000.0,42,0.9791666666666666,0.8828125,0.3425
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,3000.0,137,1.0,0.875,0.3248611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,3000.0,219,0.9583333333333334,1.1041666666666667,0.3688888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,3000.0,331,1.0,1.1458333333333333,0.3676388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,3000.0,443,1.0,0.6328125,0.3080555555555556
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,3000.0,137,0.9791666666666666,1.0651041666666667,0.39611111111111114
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,3000.0,219,0.8958333333333334,1.4713541666666667,0.47152777777777777
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,3000.0,331,0.9583333333333334,1.484375,0.4575
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,3000.0,443,1.0,0.90625,0.3902777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,10.0,42,0.0,21.895833333333332,6.800138888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,10.0,137,0.0,20.908854166666668,6.594861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,10.0,219,0.0,22.046875,6.902638888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,10.0,331,0.0,21.502604166666668,6.703611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,10.0,42,0.0,21.848958333333332,6.773611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,10.0,137,0.0,20.822916666666668,6.578055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,10.0,219,0.0,21.966145833333332,6.87
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,10.0,331,0.0,21.486979166666668,6.695833333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,30.0,331,0.0,18.229166666666668,5.611527777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,30.0,443,0.0,19.0234375,5.829305555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,100.0,42,0.0,11.690104166666666,3.4293055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,100.0,137,0.0,10.809895833333334,3.2284722222222224
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,10.0,443,0.0,22.247395833333332,6.925972222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,30.0,42,0.0,18.416666666666668,5.6681944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,30.0,137,0.0,17.653645833333332,5.489027777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,30.0,219,0.0,19.0078125,5.857916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,100.0,219,0.0,11.924479166666666,3.52375
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,100.0,331,0.0,11.510416666666666,3.412777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,100.0,443,0.0,11.864583333333334,3.487222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,200.0,42,0.020833333333333332,7.020833333333333,1.9929166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,290.0,443,0.22916666666666666,4.479166666666667,1.3095833333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,500.0,42,0.4166666666666667,3.2213541666666665,0.8811111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,500.0,137,0.4791666666666667,2.984375,0.8461111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,500.0,219,0.4791666666666667,3.0911458333333335,0.8769444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,500.0,331,0.5208333333333334,3.2864583333333335,0.8969444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,500.0,443,0.6666666666666666,2.5234375,0.7648611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,1000.0,42,0.8541666666666666,1.765625,0.5238888888888888
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,isoflurane,1000.0,137,0.875,1.5494791666666667,0.48930555555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,10.0,443,0.0,22.309895833333332,6.949166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,30.0,42,0.0,18.651041666666668,5.740555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,30.0,137,0.0,17.8671875,5.5552777777777775
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,30.0,219,0.0,19.1953125,5.921944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,30.0,331,0.0,18.317708333333332,5.6530555555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,30.0,443,0.0,19.333333333333332,5.922916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,100.0,42,0.0,12.005208333333334,3.5369444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,100.0,137,0.0,11.166666666666666,3.3454166666666665
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,200.0,137,0.041666666666666664,7.083333333333333,2.040138888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,200.0,219,0.020833333333333332,7.252604166666667,2.1061111111111113
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,200.0,331,0.020833333333333332,7.609375,2.155972222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,200.0,443,0.041666666666666664,7.302083333333333,2.096111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,290.0,443,0.16666666666666666,4.84375,1.417361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,42,0.3958333333333333,3.5755208333333335,0.9708333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,137,0.4791666666666667,3.3697916666666665,0.9434722222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,219,0.3958333333333333,3.5130208333333335,0.985
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,137,0.9791666666666666,0.953125,0.35875
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,219,0.9166666666666666,1.234375,0.4113888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,331,0.9375,1.3046875,0.40930555555555553
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,443,1.0,0.7135416666666666,0.34305555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,219,0.75,2.0807291666666665,0.6144444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,331,0.8333333333333334,2.0703125,0.6001388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,443,0.9166666666666666,1.3515625,0.5015277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,3000.0,42,0.9791666666666666,1.0234375,0.38083333333333336
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,100.0,219,0.0,12.359375,3.6525
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,100.0,331,0.0,11.729166666666666,3.502222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,100.0,443,0.0,12.127604166666666,3.5765277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,200.0,42,0.0,7.4765625,2.1238888888888887
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,290.0,42,0.0625,5.421875,1.506388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,290.0,137,0.125,5.1484375,1.4584722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,290.0,219,0.125,5.791666666666667,1.621388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,290.0,331,0.08333333333333333,5.567708333333333,1.5430555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,331,0.375,3.6458333333333335,0.9909722222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,500.0,443,0.5208333333333334,2.9270833333333335,0.8727777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,42,0.7916666666666666,2.0260416666666665,0.5858333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,isoflurane,1000.0,137,0.8333333333333334,1.7942708333333333,0.5572222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,42,0.0,22.052083333333332,6.842361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,137,0.0,21.15625,6.664166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,219,0.0,22.205729166666668,6.951944444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,331,0.0,21.549479166666668,6.721666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,219,0.0,12.583333333333334,3.7198611111111113
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,331,0.0,12.109375,3.618333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,443,0.0,12.463541666666666,3.6819444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,42,0.0,8.020833333333334,2.2695833333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,331,0.0,18.713541666666668,5.769722222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,443,0.0,19.567708333333332,6.00375
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,42,0.0,12.388020833333334,3.6505555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,100.0,137,0.0,11.3984375,3.4225
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,10.0,443,0.0,22.364583333333332,6.970416666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,42,0.0,18.903645833333332,5.816944444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,137,0.0,18.0390625,5.620277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,30.0,219,0.0,19.447916666666668,6.001111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,42,0.041666666666666664,5.817708333333333,1.617361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,137,0.08333333333333333,5.486979166666667,1.5693055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,219,0.08333333333333333,6.145833333333333,1.7247222222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,331,0.08333333333333333,5.856770833333333,1.6366666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,290.0,443,0.10416666666666667,5.408854166666667,1.562638888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,42,0.3333333333333333,3.875,1.0534722222222221
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,137,0.4375,3.5338541666666665,1.0020833333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,219,0.3541666666666667,3.7213541666666665,1.0476388888888888
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,137,0.041666666666666664,7.520833333333333,2.151527777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,219,0.020833333333333332,7.7890625,2.2484722222222224
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,331,0.020833333333333332,8.026041666666666,2.2730555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,200.0,443,0.041666666666666664,7.7421875,2.22125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,331,0.3541666666666667,3.8697916666666665,1.0616666666666668
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,500.0,443,0.5,3.2291666666666665,0.9505555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,42,0.7291666666666666,2.2057291666666665,0.6438888888888888
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,137,0.7916666666666666,1.9244791666666667,0.6018055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,219,0.6875,2.3177083333333335,0.6769444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,331,0.7916666666666666,2.3567708333333335,0.6715277777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,443,0.9166666666666666,1.6276041666666667,0.5647222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism|glucl_potentiation,isoflurane,3000.0,42,0.9166666666666666,1.3567708333333333,0.44763888888888886
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,290.0,443,0.14583333333333334,4.986979166666667,1.4580555555555557
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,500.0,42,0.375,3.6015625,0.9827777777777778
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,500.0,137,0.4791666666666667,3.328125,0.9402777777777778
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,500.0,219,0.375,3.6015625,1.0069444444444444
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,500.0,331,0.3958333333333333,3.7317708333333335,1.01
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,500.0,443,0.5208333333333334,2.96875,0.88375
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,42,0.7916666666666666,2.0494791666666665,0.5936111111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,1000.0,137,0.8333333333333334,1.7942708333333333,0.5601388888888889
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,10.0,42,0.0,22.005208333333332,6.832777777777777
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,isoflurane,10.0,137,0.0,21.067708333333332,6.64125
