organism,subset,compound,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,443,0.0,24.098958333333332,7.560555555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,42,0.0,22.171875,6.879444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,137,0.0,21.140625,6.668055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,219,0.0,22.127604166666668,6.929305555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,331,0.0,21.565104166666668,6.748611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,443,0.0,22.338541666666668,6.979305555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,42,0.0,18.643229166666668,5.745972222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,137,0.0,17.721354166666668,5.511111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,219,0.0,18.9375,5.8718055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,137,0.10416666666666667,5.700520833333333,1.62125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,219,0.0625,6.0859375,1.7261111111111112
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,331,0.08333333333333333,5.940104166666667,1.6754166666666668
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,443,0.125,5.440104166666667,1.5790277777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,331,0.0,18.1953125,5.633055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,443,0.0,19.247395833333332,5.904444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,42,0.0,12.778645833333334,3.8097222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,137,0.0,11.997395833333334,3.618888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,219,0.0,13.052083333333334,3.8941666666666666
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,331,0.0,12.169270833333334,3.6884722222222224
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,443,0.0,12.4375,3.7205555555555554
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,42,0.0625,6.015625,1.6940277777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,42,0.5416666666666666,2.8411458333333335,0.7816666666666666
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,137,0.6458333333333334,2.5052083333333335,0.7222222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,219,0.5,3.1067708333333335,0.8508333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,331,0.4166666666666667,3.1302083333333335,0.8461111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,443,0.8125,2.1536458333333335,0.6706944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,42,0.8333333333333334,1.6822916666666667,0.4872222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,137,0.9166666666666666,1.5598958333333333,0.46819444444444447
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,219,0.7708333333333334,1.6927083333333333,0.4963888888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,331,0.7291666666666666,2.0442708333333335,0.5515277777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,443,0.9166666666666666,1.2552083333333333,0.43875
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,42,0.9375,1.4270833333333333,0.42375
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,137,0.9166666666666666,1.3489583333333333,0.40944444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,219,0.7916666666666666,1.5651041666666667,0.4543055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,331,0.8125,1.6822916666666667,0.46805555555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,443,0.9583333333333334,1.0338541666666667,0.3775
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,42,0.0,23.341145833333332,7.324722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,443,0.0,23.955729166666668,7.5065277777777775
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,42,0.0,23.255208333333332,7.273333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,137,0.0,22.354166666666668,7.06875
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,219,0.0,23.122395833333332,7.282916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,219,0.0,22.3046875,7.011388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,331,0.0,21.885416666666668,6.861944444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,443,0.0,22.747395833333332,7.124444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,42,0.0,20.986979166666668,6.518611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,137,0.0,19.677083333333332,6.2098611111111115
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,219,0.0,21.1171875,6.628611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,331,0.0,20.541666666666668,6.42125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,443,0.0,21.4296875,6.6738888888888885
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,331,0.0,22.690104166666668,7.126666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,443,0.0,23.567708333333332,7.38625
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,42,0.0,22.46875,7.0193055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,137,0.0,21.510416666666668,6.783055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,137,0.0,22.841145833333332,7.234861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,219,0.0,23.359375,7.359583333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,331,0.0,23.315104166666668,7.328194444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,443,0.0,24.140625,7.568611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,42,0.0,23.408854166666668,7.336111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,137,0.0,22.661458333333332,7.169305555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,219,0.0,23.307291666666668,7.336805555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,331,0.0,23.223958333333332,7.300416666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,443,0.0,23.765625,7.462916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,42,0.0,22.981770833333332,7.175833333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,137,0.0,22.114583333333332,6.974444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,219,0.0,22.815104166666668,7.17625
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,42,0.0,23.4375,7.337777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,137,0.0,22.5,7.122083333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,219,0.0,23.3359375,7.35125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,331,0.0,23.018229166666668,7.234166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,219,0.0,21.606770833333332,6.789861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,331,0.0,20.950520833333332,6.571805555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,443,0.0,21.973958333333332,6.876805555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,42,0.0,20.018229166666668,6.220972222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,331,0.0,22.21875,6.977916666666666
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,443,0.0,23.057291666666668,7.233194444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,42,0.0,21.973958333333332,6.841388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,137,0.0,20.2265625,6.402361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,42,0.0,19.377604166666668,6.0008333333333335
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,137,0.0,18.471354166666668,5.805
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,219,0.0,19.861979166666668,6.223055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,331,0.0,18.947916666666668,5.9325
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,443,0.0,19.859375,6.179861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,42,0.0,18.640625,5.78375
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,137,0.0,17.864583333333332,5.5881944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,219,0.0,18.9453125,5.924722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,331,0.0,18.453125,5.756666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,443,0.0,18.635416666666668,5.8025
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,42,0.0,23.416666666666668,7.349583333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,137,0.0,22.9453125,7.266111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,219,0.0,23.434895833333332,7.381805555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,331,0.0,23.3515625,7.341527777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,443,0.0,24.119791666666668,7.563194444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,42,0.0,23.4296875,7.344305555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,137,0.0,19.005208333333332,5.958055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,219,0.0,20.252604166666668,6.36125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,331,0.0,19.489583333333332,6.097777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,443,0.0,20.361979166666668,6.332083333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,137,0.0,22.700520833333332,7.192083333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,219,0.0,23.286458333333332,7.3348611111111115
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,331,0.0,23.1875,7.289166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,443,0.0,24.169270833333332,7.5744444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30.0,331,0.0,21.666666666666668,6.776805555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30.0,443,0.0,22.5078125,7.029861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,100.0,42,0.0,18.674479166666668,5.765
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,100.0,137,0.0,17.9375,5.585138888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,100.0,219,0.0,19.140625,5.9286111111111115
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,100.0,331,0.0,18.356770833333332,5.689305555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,100.0,443,0.0,19.549479166666668,5.995
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,300.0,42,0.0,12.963541666666666,3.877638888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,300.0,137,0.0,12.333333333333334,3.7291666666666665
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,300.0,219,0.0,13.4765625,4.01875
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,300.0,331,0.0,12.578125,3.8068055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,300.0,443,0.0,12.864583333333334,3.8470833333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,42,0.0,19.109375,5.922361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,137,0.0,17.955729166666668,5.635555555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,219,0.0,19.354166666666668,6.053472222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,331,0.0,18.515625,5.784722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,443,0.0,19.234375,5.978611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30.0,42,0.0,22.247395833333332,6.907916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30.0,137,0.0,21.135416666666668,6.660138888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30.0,219,0.0,22.1640625,6.941388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30.0,42,0.0,23.341145833333332,7.324722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30.0,137,0.0,22.841145833333332,7.234861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30.0,219,0.0,23.359375,7.359583333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30.0,331,0.0,23.315104166666668,7.328194444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,1000.0,42,0.041666666666666664,6.333333333333333,1.792361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,1000.0,137,0.0625,6.1953125,1.7633333333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,1000.0,219,0.041666666666666664,6.59375,1.8683333333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,1000.0,331,0.0625,6.294270833333333,1.7884722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,100.0,331,0.0,23.223958333333332,7.300416666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,100.0,443,0.0,23.955729166666668,7.5065277777777775
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,300.0,42,0.0,23.255208333333332,7.273333333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,300.0,137,0.0,22.354166666666668,7.06875
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,1000.0,443,0.125,5.760416666666667,1.6884722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,3000.0,42,0.4791666666666667,3.2135416666666665,0.8808333333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,3000.0,137,0.5,2.8984375,0.8331944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,3000.0,219,0.4375,3.4609375,0.9554166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,3000.0,331,0.375,3.3880208333333335,0.9194444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,3000.0,443,0.7291666666666666,2.609375,0.7826388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,10000.0,42,0.8125,1.9401041666666667,0.5493055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,10000.0,137,0.8958333333333334,1.7630208333333333,0.53
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,10000.0,219,0.7291666666666666,1.9140625,0.5669444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,10000.0,331,0.7291666666666666,2.2135416666666665,0.60875
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,10000.0,443,0.875,1.4192708333333333,0.4872222222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30000.0,42,0.8541666666666666,1.6276041666666667,0.4761111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30000.0,137,0.9166666666666666,1.5130208333333333,0.46152777777777776
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30000.0,219,0.7708333333333334,1.7109375,0.5052777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30000.0,331,0.75,2.0026041666666665,0.5456944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,cis_12_dichloroethylene,30000.0,443,0.9166666666666666,1.1875,0.4265277777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,300.0,219,0.0,23.122395833333332,7.282916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,300.0,331,0.0,22.690104166666668,7.126666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,300.0,443,0.0,23.567708333333332,7.38625
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,1000.0,42,0.0,22.46875,7.0193055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,1000.0,137,0.0,21.510416666666668,6.783055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,1000.0,219,0.0,22.3046875,7.011388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,1000.0,331,0.0,21.885416666666668,6.861944444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,1000.0,443,0.0,22.747395833333332,7.124444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30.0,443,0.0,24.140625,7.568611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,100.0,42,0.0,23.408854166666668,7.336111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,100.0,137,0.0,22.661458333333332,7.169305555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,100.0,219,0.0,23.307291666666668,7.336805555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,10000.0,331,0.0,18.947916666666668,5.9325
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,10000.0,443,0.0,19.859375,6.179861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30000.0,42,0.0,18.640625,5.78375
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30000.0,137,0.0,17.864583333333332,5.5881944444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,3000.0,42,0.0,20.986979166666668,6.518611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,3000.0,137,0.0,19.677083333333332,6.2098611111111115
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,3000.0,219,0.0,21.1171875,6.628611111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,3000.0,331,0.0,20.541666666666668,6.42125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30.0,137,0.0,22.9453125,7.266111111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30.0,219,0.0,23.434895833333332,7.381805555555555
