match_level,ensemble_id,organism,n_active,active_classes,predicted_EC50_uM,published_EC50_uM,fold_error
1,34,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,35,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,36,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,37,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,38,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,39,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,40,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,41,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,687.302157603163,340.0,2.02147693412695
1,43,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,42,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,44,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,45,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,46,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,1679.025127457235,340.0,4.9383091984036325
1,48,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,47,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,1665.4077546996052,340.0,4.898258102057662
1,49,worm,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,1,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,571.6412052566324,340.0,1.6812976625195069
1,0,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,2,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,948.0775143391716,340.0,2.7884632774681517
1,3,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,4,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,5,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,6,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,730.1265701860632,340.0,2.1474310887825387
1,7,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,1675.095398790877,340.0,4.926751172914344
1,8,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,9,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,10,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,11,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,423.69294955307157,340.0,1.2461557339796223
1,12,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,13,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,756.0173392162677,340.0,2.2235804094596108
1,14,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,332.41679729013697,340.0,1.0228123331061527
1,15,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,1739.2191805863745,340.0,5.115350531136396
1,16,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,17,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,800.6509235398006,340.0,2.3548556574700017
1,18,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,19,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,20,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,21,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,22,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,726.5482094045533,340.0,2.136906498248686
1,23,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,575.2445004823076,340.0,1.6918955896538457
1,24,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,25,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,741.1290138439194,340.0,2.1797912171879985
1,26,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,27,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,28,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,29,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,30,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,31,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,32,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,33,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,34,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,35,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,453.8634255135883,340.0,1.334892427981142
1,36,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,37,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,746.1751433546452,340.0,2.194632774572486
1,38,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,664.6719080672564,340.0,1.9549173766684012
1,39,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,40,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,604.0447222022236,340.0,1.7766021241241872
1,41,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,42,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,43,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,44,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,45,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,640.7343162675735,340.0,1.8845126949046278
1,46,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,47,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,427.52770728716087,340.0,1.257434433197532
1,48,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,49,fly,8,complex_i_block|complex_ii_block|gaba_potentiation|glucl_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,,340.0,
1,0,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,672.9500963161782,350.0,1.9227145609033665
1,1,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,620.3314226820598,350.0,1.772375493377314
1,2,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,722.7314255532226,350.0,2.0649469301520647
1,3,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,481.887502944408,350.0,1.376821436984023
1,4,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,759.8431698275754,350.0,2.170980485221644
1,6,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,711.4965031884431,350.0,2.03284715196698
1,5,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,399.4285839200975,350.0,1.1412245254859927
1,7,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,541.0838366470529,350.0,1.5459538189915796
1,8,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,409.107698320396,350.0,1.1688791380582744
1,9,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,599.1003432584249,350.0,1.7117152664526427
1,10,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,519.3555758631001,350.0,1.4838730738945716
1,11,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,440.85799821917703,350.0,1.2595942806262201
1,12,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,711.4192561610465,350.0,2.032626446174419
1,13,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,402.72916141256144,350.0,1.1506547468930326
1,14,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,467.45867036691595,350.0,1.3355962010483313
1,15,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,672.3034537131795,350.0,1.9208670106090842
1,17,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,421.8977082000713,350.0,1.2054220234287751
1,16,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,623.7971801394193,350.0,1.782277657541198
1,18,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,729.3296023573374,350.0,2.083798863878107
1,19,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,271.83722340761557,350.0,1.287535222779923
1,20,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,325.1541892143927,350.0,1.0764123963638217
1,21,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,618.8631426527138,350.0,1.7681804075791823
1,22,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,693.6223168606045,350.0,1.9817780481731557
1,23,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,428.0679365140672,350.0,1.223051247183049
1,24,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,291.65932824388506,350.0,1.2000301931276842
1,25,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,379.1769716847924,350.0,1.083362776242264
1,26,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,442.3056179396345,350.0,1.2637303369703843
1,27,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,399.51369822494127,350.0,1.1414677092141179
1,28,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,532.9622530662207,350.0,1.5227492944749161
1,29,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,623.7971801394193,350.0,1.782277657541198
1,30,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,698.4084199279717,350.0,1.9954526283656335
1,31,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,811.0803043884245,350.0,2.3173722982526415
1,32,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,370.1403156732105,350.0,1.0575437590663157
1,33,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,441.66304439843395,350.0,1.2618944125669542
1,34,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,665.1560290990607,350.0,1.9004457974258877
1,35,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,518.8298295798738,350.0,1.4823709416567823
1,36,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,270.59914046862065,350.0,1.2934261335563513
1,37,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,300.64757841226094,350.0,1.1641537305850669
1,38,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,509.85856876598973,350.0,1.4567387679028279
1,39,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,414.08858061175624,350.0,1.1831102303193035
1,40,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,405.5046487357421,350.0,1.1585847106735487
1,41,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,812.8330269394287,350.0,2.322380076969796
1,42,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,540.5500089171318,350.0,1.5444285969060907
1,44,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,408.50015627450415,350.0,1.1671433036414405
1,43,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,665.4356821856508,350.0,1.9012448062447165
1,45,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,606.1630334067719,350.0,1.7318943811622054
1,46,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,634.3866618551747,350.0,1.8125333195862134
1,47,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,611.4568427837341,350.0,1.747019550810669
1,48,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,405.0908691438048,350.0,1.1574024832680136
1,49,mouse,7,complex_i_block|complex_ii_block|gaba_potentiation|k2p_potentiation|nachr_antagonism|nca_block|snare_cooperativity,788.1628509304093,350.0,2.2518938598011693
