anesthetic,cmd_rate,dose_uM,organism,perm,qf,seed
trans_12_dichloroethylene,16.02625,30000.0,worm,P2_config,0.0,42
trans_12_dichloroethylene,15.6075,30000.0,worm,P2_config,0.0,137
trans_12_dichloroethylene,16.3275,30000.0,worm,P2_config,0.0,219
trans_12_dichloroethylene,15.80875,30000.0,worm,P2_config,0.0,443
hexafluoroethane,20.6025,30.0,worm,P2_config,0.0,42
hexafluoroethane,20.37375,30.0,worm,P2_config,0.0,137
hexafluoroethane,20.25625,30.0,worm,P2_config,0.0,331
trans_12_dichloroethylene,15.35,30000.0,worm,P2_config,0.0,331
hexafluoroethane,20.63375,30.0,worm,P2_config,0.0,443
hexafluoroethane,20.58125,100.0,worm,P2_config,0.0,42
hexafluoroethane,20.2175,100.0,worm,P2_config,0.0,137
hexafluoroethane,21.39125,30.0,worm,P2_config,0.0,219
hexafluoroethane,21.29125,100.0,worm,P2_config,0.0,219
hexafluoroethane,20.26875,100.0,worm,P2_config,0.0,331
hexafluoroethane,20.61875,100.0,worm,P2_config,0.0,443
hexafluoroethane,19.89625,300.0,worm,P2_config,0.0,137
hexafluoroethane,20.99875,300.0,worm,P2_config,0.0,219
hexafluoroethane,19.92625,300.0,worm,P2_config,0.0,331
hexafluoroethane,20.69125,300.0,worm,P2_config,0.0,42
hexafluoroethane,19.2975,1000.0,worm,P2_config,0.0,137
hexafluoroethane,20.2825,1000.0,worm,P2_config,0.0,42
hexafluoroethane,20.2275,1000.0,worm,P2_config,0.0,219
hexafluoroethane,19.8,300.0,worm,P2_config,0.0,443
hexafluoroethane,19.36625,1000.0,worm,P2_config,0.0,443
hexafluoroethane,19.17625,1000.0,worm,P2_config,0.0,331
hexafluoroethane,18.73,3000.0,worm,P2_config,0.0,42
hexafluoroethane,19.0375,3000.0,worm,P2_config,0.0,219
hexafluoroethane,18.33,3000.0,worm,P2_config,0.0,331
hexafluoroethane,18.625,3000.0,worm,P2_config,0.0,443
hexafluoroethane,18.2425,3000.0,worm,P2_config,0.0,137
hexafluoroethane,16.845,10000.0,worm,P2_config,0.0,137
hexafluoroethane,17.53375,10000.0,worm,P2_config,0.0,219
hexafluoroethane,16.75,10000.0,worm,P2_config,0.0,331
hexafluoroethane,17.36625,10000.0,worm,P2_config,0.0,42
hexafluoroethane,17.0325,10000.0,worm,P2_config,0.0,443
hexafluoroethane,16.36625,30000.0,worm,P2_config,0.0,42
hexafluoroethane,15.82875,30000.0,worm,P2_config,0.0,137
hexafluoroethane,15.5525,30000.0,worm,P2_config,0.0,331
hexafluoroethane,15.93375,30000.0,worm,P2_config,0.0,443
hexafluoroethane,16.6525,30000.0,worm,P2_config,0.0,219
halothane,1.784407294832827,10.0,fly,P2_config,0.0,42
halothane,1.781580547112462,10.0,fly,P2_config,0.0,219
halothane,1.7816109422492403,10.0,fly,P2_config,0.0,443
halothane,1.7847720364741642,10.0,fly,P2_config,0.0,331
halothane,1.649209726443769,30.0,fly,P2_config,0.0,137
halothane,1.6635866261398176,30.0,fly,P2_config,0.0,42
halothane,1.7742857142857138,10.0,fly,P2_config,0.0,137
halothane,1.6603343465045592,30.0,fly,P2_config,0.0,219
halothane,1.6626747720364738,30.0,fly,P2_config,0.0,331
halothane,1.6628875379939214,30.0,fly,P2_config,0.0,443
halothane,1.389787234042553,100.0,fly,P2_config,0.0,42
halothane,1.3740729483282674,100.0,fly,P2_config,0.0,137
halothane,1.3810334346504558,100.0,fly,P2_config,0.0,219
halothane,1.3906079027355625,100.0,fly,P2_config,0.0,331
halothane,1.161398176291793,200.0,fly,P2_config,0.0,137
halothane,1.3847720364741638,100.0,fly,P2_config,0.0,443
halothane,1.1768693009118543,200.0,fly,P2_config,0.0,219
halothane,1.1782978723404256,200.0,fly,P2_config,0.0,331
halothane,1.1803039513677813,200.0,fly,P2_config,0.01,443
halothane,1.0622796352583586,300.0,fly,P2_config,0.12,42
halothane,1.0486322188449848,300.0,fly,P2_config,0.17,137
halothane,1.1782066869300913,200.0,fly,P2_config,0.0,42
halothane,1.0580547112462007,300.0,fly,P2_config,0.16,219
halothane,1.0624316109422494,300.0,fly,P2_config,0.17,443
halothane,0.9343768996960488,500.0,fly,P2_config,0.91,42
halothane,0.9221884498480244,500.0,fly,P2_config,0.92,137
halothane,0.9304863221884497,500.0,fly,P2_config,0.89,219
halothane,0.9314589665653498,500.0,fly,P2_config,0.94,331
halothane,1.0617021276595744,300.0,fly,P2_config,0.12,331
halothane,0.9333434650455926,500.0,fly,P2_config,0.88,443
halothane,0.8082370820668694,1000.0,fly,P2_config,1.0,42
halothane,0.7990881458966566,1000.0,fly,P2_config,1.0,137
halothane,0.8050759878419452,1000.0,fly,P2_config,1.0,219
halothane,0.8082978723404256,1000.0,fly,P2_config,1.0,331
halothane,0.7045896656534952,3000.0,fly,P2_config,1.0,42
halothane,0.8076595744680852,1000.0,fly,P2_config,1.0,443
halothane,0.6951063829787235,3000.0,fly,P2_config,1.0,137
halothane,0.7050151975683892,3000.0,fly,P2_config,1.0,331
halothane,0.7045592705167174,3000.0,fly,P2_config,1.0,443
cis_12_dichloroethylene,1.784255319148936,30.0,fly,P2_config,0.0,42
cis_12_dichloroethylene,1.7743465045592703,30.0,fly,P2_config,0.0,137
cis_12_dichloroethylene,1.781398176291793,30.0,fly,P2_config,0.0,219
cis_12_dichloroethylene,1.7846504559270517,30.0,fly,P2_config,0.0,331
halothane,0.701337386018237,3000.0,fly,P2_config,1.0,219
cis_12_dichloroethylene,1.6474468085106386,100.0,fly,P2_config,0.0,42
cis_12_dichloroethylene,1.6325835866261393,100.0,fly,P2_config,0.0,137
cis_12_dichloroethylene,1.6421580547112458,100.0,fly,P2_config,0.0,219
cis_12_dichloroethylene,1.6469300911854106,100.0,fly,P2_config,0.0,331
cis_12_dichloroethylene,1.6478115501519754,100.0,fly,P2_config,0.0,443
cis_12_dichloroethylene,1.4001823708206687,300.0,fly,P2_config,0.0,42
cis_12_dichloroethylene,1.781519756838906,30.0,fly,P2_config,0.0,443
cis_12_dichloroethylene,1.3845896656534955,300.0,fly,P2_config,0.0,137
cis_12_dichloroethylene,1.399726443768997,300.0,fly,P2_config,0.0,331
cis_12_dichloroethylene,1.3908814589665655,300.0,fly,P2_config,0.0,219
cis_12_dichloroethylene,1.3948024316109424,300.0,fly,P2_config,0.0,443
cis_12_dichloroethylene,1.0675379939209726,1000.0,fly,P2_config,0.11,42
cis_12_dichloroethylene,1.05370820668693,1000.0,fly,P2_config,0.15,137
cis_12_dichloroethylene,1.0659574468085107,1000.0,fly,P2_config,0.12,331
cis_12_dichloroethylene,1.0645896656534957,1000.0,fly,P2_config,0.12,219
cis_12_dichloroethylene,0.8641945288753797,3000.0,fly,P2_config,0.99,42
cis_12_dichloroethylene,0.8533130699088146,3000.0,fly,P2_config,1.0,137
cis_12_dichloroethylene,0.8598784194528878,3000.0,fly,P2_config,0.99,219
cis_12_dichloroethylene,0.8611550151975684,3000.0,fly,P2_config,1.0,331
cis_12_dichloroethylene,0.86370820668693,3000.0,fly,P2_config,1.0,443
cis_12_dichloroethylene,1.0675683890577508,1000.0,fly,P2_config,0.13,443
cis_12_dichloroethylene,0.7651671732522797,10000.0,fly,P2_config,1.0,42
cis_12_dichloroethylene,0.7625531914893618,10000.0,fly,P2_config,1.0,219
cis_12_dichloroethylene,0.7662613981762917,10000.0,fly,P2_config,1.0,331
cis_12_dichloroethylene,0.7653799392097264,10000.0,fly,P2_config,1.0,443
cis_12_dichloroethylene,0.7560790273556232,10000.0,fly,P2_config,1.0,137
cis_12_dichloroethylene,0.7346808510638299,30000.0,fly,P2_config,1.0,42
cis_12_dichloroethylene,0.72419452887538,30000.0,fly,P2_config,1.0,137
cis_12_dichloroethylene,0.734741641337386,30000.0,fly,P2_config,1.0,331
cis_12_dichloroethylene,0.7312462006079028,30000.0,fly,P2_config,1.0,219
cis_12_dichloroethylene,0.7343465045592704,30000.0,fly,P2_config,1.0,443
trans_12_dichloroethylene,1.8443161094224925,30.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.8532522796352584,30.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.855957446808511,30.0,fly,P2_config,0.0,331
trans_12_dichloroethylene,1.8500911854103348,30.0,fly,P2_config,0.0,443
trans_12_dichloroethylene,1.8479939209726441,100.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.8536474164133738,30.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.8481155015197566,100.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.849787234042553,100.0,fly,P2_config,0.0,331
trans_12_dichloroethylene,1.8443768996960483,100.0,fly,P2_config,0.0,443
trans_12_dichloroethylene,1.8345592705167173,300.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.8244984802431607,300.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.8398784194528879,100.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.8337689969604867,300.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.8296352583586628,300.0,fly,P2_config,0.0,443
trans_12_dichloroethylene,1.795835866261398,1000.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.7886018237082069,1000.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.8354103343465045,300.0,fly,P2_config,0.0,331
trans_12_dichloroethylene,1.7967781155015194,1000.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.7980851063829784,1000.0,fly,P2_config,0.0,331
trans_12_dichloroethylene,1.7406686930091184,3000.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.7931306990881455,1000.0,fly,P2_config,0.0,443
trans_12_dichloroethylene,1.72887537993921,3000.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.739088145896656,3000.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.7415501519756842,3000.0,fly,P2_config,0.0,331
trans_12_dichloroethylene,1.6821276595744685,10000.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.6698480243161093,10000.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.6778723404255316,10000.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.740303951367781,3000.0,fly,P2_config,0.0,443
trans_12_dichloroethylene,1.6824012158054709,10000.0,fly,P2_config,0.0,443
trans_12_dichloroethylene,1.6840729483282673,10000.0,fly,P2_config,0.0,331
trans_12_dichloroethylene,1.6531003039513679,30000.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.6402431610942252,30000.0,fly,P2_config,0.0,137
trans_12_dichloroethylene,1.64838905775076,30000.0,fly,P2_config,0.0,219
trans_12_dichloroethylene,1.6532522796352587,30000.0,fly,P2_config,0.0,331
hexafluoroethane,1.8541945288753803,30.0,fly,P2_config,0.0,42
trans_12_dichloroethylene,1.653677811550152,30000.0,fly,P2_config,0.0,443
hexafluoroethane,1.8453191489361707,30.0,fly,P2_config,0.0,137
hexafluoroethane,1.8546200607902739,30.0,fly,P2_config,0.0,219
hexafluoroethane,1.856838905775076,30.0,fly,P2_config,0.0,331
hexafluoroethane,1.8512462006079027,30.0,fly,P2_config,0.0,443
hexafluoroethane,1.8505775075987845,100.0,fly,P2_config,0.0,42
hexafluoroethane,1.8424620060790269,100.0,fly,P2_config,0.0,137
hexafluoroethane,1.851367781155015,100.0,fly,P2_config,0.0,219
hexafluoroethane,1.853161094224924,100.0,fly,P2_config,0.0,331
hexafluoroethane,1.8424316109422494,300.0,fly,P2_config,0.0,42
hexafluoroethane,1.833495440729483,300.0,fly,P2_config,0.0,137
hexafluoroethane,1.838145896656535,300.0,fly,P2_config,0.0,443
hexafluoroethane,1.8442553191489364,300.0,fly,P2_config,0.0,331
hexafluoroethane,1.8421884498480248,300.0,fly,P2_config,0.0,219
hexafluoroethane,1.8475379939209724,100.0,fly,P2_config,0.0,443
hexafluoroethane,1.8167173252279634,1000.0,fly,P2_config,0.0,42
hexafluoroethane,1.8075987841945291,1000.0,fly,P2_config,0.0,137
hexafluoroethane,1.815562310030395,1000.0,fly,P2_config,0.0,219
hexafluoroethane,1.816018237082067,1000.0,fly,P2_config,0.0,331
hexafluoroethane,1.8118844984802434,1000.0,fly,P2_config,0.0,443
hexafluoroethane,1.7694832826747722,3000.0,fly,P2_config,0.0,42
hexafluoroethane,1.7586930091185413,3000.0,fly,P2_config,0.0,137
hexafluoroethane,1.7675075987841944,3000.0,fly,P2_config,0.0,219
hexafluoroethane,1.7672644376899695,3000.0,fly,P2_config,0.0,443
hexafluoroethane,1.7696960486322186,3000.0,fly,P2_config,0.0,331
hexafluoroethane,1.7050759878419455,10000.0,fly,P2_config,0.0,42
hexafluoroethane,1.7006686930091184,10000.0,fly,P2_config,0.0,219
hexafluoroethane,1.7041033434650457,10000.0,fly,P2_config,0.0,331
hexafluoroethane,1.7032522796352583,10000.0,fly,P2_config,0.0,443
halothane,21.6175,10.0,worm,P3_block,0.0,42
hexafluoroethane,1.6638601823708203,30000.0,fly,P2_config,0.0,42
hexafluoroethane,1.6912158054711244,10000.0,fly,P2_config,0.0,137
halothane,20.76625,10.0,worm,P3_block,0.0,137
hexafluoroethane,1.6507598784194528,30000.0,fly,P2_config,0.0,137
halothane,20.4075,10.0,worm,P3_block,0.0,331
hexafluoroethane,1.6636474164133739,30000.0,fly,P2_config,0.0,331
halothane,20.37375,10.0,worm,P3_block,0.0,443
halothane,21.00375,10.0,worm,P3_block,0.0,219
hexafluoroethane,1.6642553191489362,30000.0,fly,P2_config,0.0,443
hexafluoroethane,1.6594528875379941,30000.0,fly,P2_config,0.0,219
halothane,17.66,30.0,worm,P3_block,0.0,42
halothane,17.4825,30.0,worm,P3_block,0.0,219
halothane,17.22375,30.0,worm,P3_block,0.0,331
halothane,17.2525,30.0,worm,P3_block,0.0,443
halothane,10.35,100.0,worm,P3_block,0.0,137
halothane,17.6225,30.0,worm,P3_block,0.0,137
halothane,10.41375,100.0,worm,P3_block,0.0,219
halothane,10.475,100.0,worm,P3_block,0.01,331
halothane,10.2875,100.0,worm,P3_block,0.0,42
halothane,10.2125,100.0,worm,P3_block,0.01,443
halothane,5.34,200.0,worm,P3_block,0.13,42
halothane,5.50625,200.0,worm,P3_block,0.16,137
halothane,5.56375,200.0,worm,P3_block,0.11,219
halothane,5.43875,200.0,worm,P3_block,0.16,443
halothane,3.33375,300.0,worm,P3_block,0.42,42
halothane,3.29875,300.0,worm,P3_block,0.46,219
halothane,3.53,300.0,worm,P3_block,0.44,331
halothane,3.23375,300.0,worm,P3_block,0.45,443
halothane,5.44875,200.0,worm,P3_block,0.11,331
halothane,1.70375,500.0,worm,P3_block,0.84,42
halothane,3.12125,300.0,worm,P3_block,0.5,137
halothane,1.71875,500.0,worm,P3_block,0.87,137
halothane,1.6975,500.0,worm,P3_block,0.85,219
halothane,1.8225,500.0,worm,P3_block,0.86,331
halothane,1.805,500.0,worm,P3_block,0.79,443
halothane,0.71875,1000.0,worm,P3_block,0.99,42
halothane,0.76875,1000.0,worm,P3_block,0.99,219
halothane,0.74625,1000.0,worm,P3_block,1.0,443
halothane,0.67625,1000.0,worm,P3_block,0.99,137
halothane,0.32125,3000.0,worm,P3_block,1.0,42
halothane,0.26375,3000.0,worm,P3_block,1.0,137
halothane,0.295,3000.0,worm,P3_block,1.0,219
halothane,0.31,3000.0,worm,P3_block,1.0,331
halothane,0.8475,1000.0,worm,P3_block,0.99,331
halothane,0.32,3000.0,worm,P3_block,1.0,443
cis_12_dichloroethylene,21.5825,30.0,worm,P3_block,0.0,42
cis_12_dichloroethylene,21.0725,30.0,worm,P3_block,0.0,219
cis_12_dichloroethylene,20.53875,30.0,worm,P3_block,0.0,331
cis_12_dichloroethylene,20.47375,30.0,worm,P3_block,0.0,443
cis_12_dichloroethylene,17.5,100.0,worm,P3_block,0.0,42
cis_12_dichloroethylene,17.34875,100.0,worm,P3_block,0.0,219
cis_12_dichloroethylene,20.81875,30.0,worm,P3_block,0.0,137
cis_12_dichloroethylene,16.98625,100.0,worm,P3_block,0.0,331
cis_12_dichloroethylene,17.1575,100.0,worm,P3_block,0.0,137
cis_12_dichloroethylene,11.195,300.0,worm,P3_block,0.0,42
cis_12_dichloroethylene,17.13875,100.0,worm,P3_block,0.0,443
cis_12_dichloroethylene,10.90375,300.0,worm,P3_block,0.0,137
cis_12_dichloroethylene,11.2025,300.0,worm,P3_block,0.0,219
cis_12_dichloroethylene,11.39875,300.0,worm,P3_block,0.0,331
cis_12_dichloroethylene,4.3675,1000.0,worm,P3_block,0.25,42
cis_12_dichloroethylene,4.2025,1000.0,worm,P3_block,0.28,219
cis_12_dichloroethylene,4.27,1000.0,worm,P3_block,0.25,331
cis_12_dichloroethylene,10.98,300.0,worm,P3_block,0.01,443
cis_12_dichloroethylene,4.04875,1000.0,worm,P3_block,0.28,443
cis_12_dichloroethylene,1.51625,3000.0,worm,P3_block,0.89,42
cis_12_dichloroethylene,1.57875,3000.0,worm,P3_block,0.88,137
cis_12_dichloroethylene,4.08,1000.0,worm,P3_block,0.29,137
cis_12_dichloroethylene,1.61875,3000.0,worm,P3_block,0.85,219
cis_12_dichloroethylene,1.65375,3000.0,worm,P3_block,0.88,331
cis_12_dichloroethylene,1.57625,3000.0,worm,P3_block,0.84,443
cis_12_dichloroethylene,0.88375,10000.0,worm,P3_block,0.95,137
cis_12_dichloroethylene,0.9125,10000.0,worm,P3_block,0.98,219
cis_12_dichloroethylene,0.9075,10000.0,worm,P3_block,0.99,331
cis_12_dichloroethylene,0.88,10000.0,worm,P3_block,0.96,42
cis_12_dichloroethylene,0.6975,30000.0,worm,P3_block,0.99,42
cis_12_dichloroethylene,0.6825,30000.0,worm,P3_block,0.97,137
cis_12_dichloroethylene,0.77125,30000.0,worm,P3_block,0.99,219
cis_12_dichloroethylene,0.91875,10000.0,worm,P3_block,0.97,443
cis_12_dichloroethylene,0.6925,30000.0,worm,P3_block,0.98,443
cis_12_dichloroethylene,0.7525,30000.0,worm,P3_block,1.0,331
trans_12_dichloroethylene,23.39,30.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,22.75375,30.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,22.465,30.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,22.31875,30.0,worm,P3_block,0.0,443
trans_12_dichloroethylene,22.39625,100.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,22.55625,100.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,22.565,30.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,22.415,100.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,23.3175,100.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,22.23625,100.0,worm,P3_block,0.0,443
trans_12_dichloroethylene,23.00625,300.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,22.12375,300.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,22.08625,300.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,22.09375,300.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,22.12125,1000.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,20.935,1000.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,21.4,1000.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,21.94375,300.0,worm,P3_block,0.0,443
trans_12_dichloroethylene,21.0575,1000.0,worm,P3_block,0.0,443
trans_12_dichloroethylene,20.64,3000.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,19.875,3000.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,21.0975,1000.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,20.31,3000.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,19.72,3000.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,19.4475,3000.0,worm,P3_block,0.0,443
trans_12_dichloroethylene,18.38125,10000.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,18.84125,10000.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,18.03125,30000.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,18.31125,10000.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,18.67375,10000.0,worm,P3_block,0.0,42
trans_12_dichloroethylene,18.23375,30000.0,worm,P3_block,0.0,219
trans_12_dichloroethylene,17.57125,30000.0,worm,P3_block,0.0,137
trans_12_dichloroethylene,18.09125,10000.0,worm,P3_block,0.0,443
trans_12_dichloroethylene,17.785,30000.0,worm,P3_block,0.0,331
trans_12_dichloroethylene,17.455,30000.0,worm,P3_block,0.0,443
hexafluoroethane,23.4225,30.0,worm,P3_block,0.0,42
hexafluoroethane,22.37,30.0,worm,P3_block,0.0,443
hexafluoroethane,22.565,30.0,worm,P3_block,0.0,137
hexafluoroethane,22.46875,30.0,worm,P3_block,0.0,331
hexafluoroethane,22.44375,100.0,worm,P3_block,0.0,137
hexafluoroethane,22.765,30.0,worm,P3_block,0.0,219
hexafluoroethane,22.44875,100.0,worm,P3_block,0.0,331
hexafluoroethane,22.6725,100.0,worm,P3_block,0.0,219
hexafluoroethane,23.3575,100.0,worm,P3_block,0.0,42
hexafluoroethane,22.30625,100.0,worm,P3_block,0.0,443
hexafluoroethane,22.27125,300.0,worm,P3_block,0.0,137
hexafluoroethane,22.35625,300.0,worm,P3_block,0.0,219
hexafluoroethane,23.215,300.0,worm,P3_block,0.0,42
hexafluoroethane,22.53125,1000.0,worm,P3_block,0.0,42
hexafluoroethane,22.12875,300.0,worm,P3_block,0.0,443
hexafluoroethane,22.1475,300.0,worm,P3_block,0.0,331
hexafluoroethane,21.70375,1000.0,worm,P3_block,0.0,137
hexafluoroethane,21.4375,1000.0,worm,P3_block,0.0,331
hexafluoroethane,21.42875,1000.0,worm,P3_block,0.0,443
hexafluoroethane,21.45625,3000.0,worm,P3_block,0.0,42
hexafluoroethane,21.73625,1000.0,worm,P3_block,0.0,219
hexafluoroethane,20.45875,3000.0,worm,P3_block,0.0,137
hexafluoroethane,20.2875,3000.0,worm,P3_block,0.0,331
hexafluoroethane,21.015,3000.0,worm,P3_block,0.0,219
hexafluoroethane,20.3825,3000.0,worm,P3_block,0.0,443
hexafluoroethane,19.335,10000.0,worm,P3_block,0.0,42
hexafluoroethane,18.87875,10000.0,worm,P3_block,0.0,137
hexafluoroethane,19.34125,10000.0,worm,P3_block,0.0,219
hexafluoroethane,18.645,10000.0,worm,P3_block,0.0,443
hexafluoroethane,18.195,30000.0,worm,P3_block,0.0,42
hexafluoroethane,18.41375,30000.0,worm,P3_block,0.0,219
hexafluoroethane,18.92625,10000.0,worm,P3_block,0.0,331
hexafluoroethane,18.0175,30000.0,worm,P3_block,0.0,331
hexafluoroethane,17.55375,30000.0,worm,P3_block,0.0,443
hexafluoroethane,17.93125,30000.0,worm,P3_block,0.0,137
halothane,1.6915197568389062,10.0,fly,P3_block,0.0,331
halothane,1.6977203647416417,10.0,fly,P3_block,0.0,42
halothane,1.6910638297872342,10.0,fly,P3_block,0.0,443
halothane,1.5919756838905774,30.0,fly,P3_block,0.0,42
halothane,1.5744984802431612,30.0,fly,P3_block,0.0,137
halothane,1.6793617021276597,10.0,fly,P3_block,0.0,137
halothane,1.5813069908814585,30.0,fly,P3_block,0.0,219
halothane,1.6867173252279632,10.0,fly,P3_block,0.0,219
halothane,1.5853799392097263,30.0,fly,P3_block,0.0,331
halothane,1.3418844984802432,100.0,fly,P3_block,0.0,42
halothane,1.320729483282675,100.0,fly,P3_block,0.0,137
halothane,1.5822796352583581,30.0,fly,P3_block,0.0,443
halothane,1.3340425531914897,100.0,fly,P3_block,0.0,219
halothane,1.33629179331307,100.0,fly,P3_block,0.0,443
halothane,1.3349240121580548,100.0,fly,P3_block,0.0,331
halothane,1.1514589665653494,200.0,fly,P3_block,0.01,42
halothane,1.145775075987842,200.0,fly,P3_block,0.0,331
halothane,1.1407294832826749,200.0,fly,P3_block,0.02,219
halothane,1.1467477203647418,200.0,fly,P3_block,0.01,443
halothane,1.130243161094225,200.0,fly,P3_block,0.01,137
halothane,1.0253799392097265,300.0,fly,P3_block,0.35,137
halothane,1.0375379939209726,300.0,fly,P3_block,0.23,331
halothane,1.0399999999999998,300.0,fly,P3_block,0.24,42
halothane,1.0325531914893615,300.0,fly,P3_block,0.28,219
halothane,1.0388145896656538,300.0,fly,P3_block,0.31,443
halothane,0.9130699088145897,500.0,fly,P3_block,0.92,219
halothane,0.9074772036474164,500.0,fly,P3_block,0.93,137
halothane,0.9152887537993921,500.0,fly,P3_block,0.93,42
halothane,0.9224316109422491,500.0,fly,P3_block,0.91,443
halothane,0.7883890577507598,1000.0,fly,P3_block,1.0,137
halothane,0.9161702127659574,500.0,fly,P3_block,0.97,331
halothane,0.7970212765957446,1000.0,fly,P3_block,1.0,42
halothane,0.7953495440729483,1000.0,fly,P3_block,1.0,219
halothane,0.7978723404255318,1000.0,fly,P3_block,1.0,331
halothane,0.8017021276595745,1000.0,fly,P3_block,1.0,443
halothane,0.6970516717325228,3000.0,fly,P3_block,1.0,42
halothane,0.6995744680851063,3000.0,fly,P3_block,1.0,331
halothane,0.6913069908814591,3000.0,fly,P3_block,1.0,137
halothane,0.6946200607902735,3000.0,fly,P3_block,1.0,219
halothane,0.7007902735562311,3000.0,fly,P3_block,1.0,443
cis_12_dichloroethylene,1.697507598784195,30.0,fly,P3_block,0.0,42
cis_12_dichloroethylene,1.679179331306991,30.0,fly,P3_block,0.0,137
cis_12_dichloroethylene,1.6903951367781156,30.0,fly,P3_block,0.0,331
cis_12_dichloroethylene,1.6864437689969605,30.0,fly,P3_block,0.0,219
cis_12_dichloroethylene,1.690699088145897,30.0,fly,P3_block,0.0,443
cis_12_dichloroethylene,1.5746504559270518,100.0,fly,P3_block,0.0,42
cis_12_dichloroethylene,1.5645896656534952,100.0,fly,P3_block,0.0,219
cis_12_dichloroethylene,1.5587841945288756,100.0,fly,P3_block,0.0,137
cis_12_dichloroethylene,1.5666565349544073,100.0,fly,P3_block,0.0,443
cis_12_dichloroethylene,1.5691793313069906,100.0,fly,P3_block,0.0,331
cis_12_dichloroethylene,1.327659574468085,300.0,fly,P3_block,0.0,137
cis_12_dichloroethylene,1.3474468085106381,300.0,fly,P3_block,0.0,42
cis_12_dichloroethylene,1.34048632218845,300.0,fly,P3_block,0.0,219
cis_12_dichloroethylene,1.3405167173252281,300.0,fly,P3_block,0.0,331
cis_12_dichloroethylene,1.3422188449848023,300.0,fly,P3_block,0.0,443
cis_12_dichloroethylene,1.0258966565349545,1000.0,fly,P3_block,0.38,137
cis_12_dichloroethylene,1.0338905775075988,1000.0,fly,P3_block,0.27,219
cis_12_dichloroethylene,1.0385410334346503,1000.0,fly,P3_block,0.23,331
cis_12_dichloroethylene,1.0406382978723405,1000.0,fly,P3_block,0.21,42
cis_12_dichloroethylene,0.8447416413373859,3000.0,fly,P3_block,1.0,42
cis_12_dichloroethylene,1.0406382978723405,1000.0,fly,P3_block,0.27,443
cis_12_dichloroethylene,0.837386018237082,3000.0,fly,P3_block,1.0,137
cis_12_dichloroethylene,0.8437689969604861,3000.0,fly,P3_block,1.0,219
cis_12_dichloroethylene,0.8472948328267477,3000.0,fly,P3_block,1.0,331
cis_12_dichloroethylene,0.8514893617021276,3000.0,fly,P3_block,1.0,443
cis_12_dichloroethylene,0.7519756838905777,10000.0,fly,P3_block,1.0,42
cis_12_dichloroethylene,0.7458358662613983,10000.0,fly,P3_block,1.0,137
cis_12_dichloroethylene,0.7506686930091184,10000.0,fly,P3_block,1.0,219
cis_12_dichloroethylene,0.7558966565349544,10000.0,fly,P3_block,1.0,331
cis_12_dichloroethylene,0.7568693009118541,10000.0,fly,P3_block,1.0,443
cis_12_dichloroethylene,0.7224924012158054,30000.0,fly,P3_block,1.0,42
cis_12_dichloroethylene,0.7168085106382979,30000.0,fly,P3_block,1.0,137
