scenario,seed,bout_idx,bout_start_s,bout_dur_s,ref_worm,ref_idx,segment,rho
spontaneous,46,0,0.0,0.55,6,3,13,-0.2581
spontaneous,46,0,0.0,0.55,6,3,14,-0.4256
spontaneous,46,0,0.0,0.55,6,3,15,0.075
spontaneous,46,0,0.0,0.55,6,3,16,-0.458
spontaneous,46,0,0.0,0.55,6,3,17,-0.1238
spontaneous,46,0,0.0,0.55,6,3,18,-0.0293
spontaneous,46,0,0.0,0.55,6,3,19,-0.0293
spontaneous,46,0,0.0,0.55,4,4,0,0.1491
spontaneous,46,0,0.0,0.55,4,4,1,0.1491
spontaneous,46,0,0.0,0.55,4,4,2,0.0593
spontaneous,46,0,0.0,0.55,4,4,3,0.0362
spontaneous,46,0,0.0,0.55,4,4,4,0.3502
spontaneous,46,0,0.0,0.55,4,4,5,-0.1578
spontaneous,46,0,0.0,0.55,4,4,6,-0.5679
spontaneous,46,0,0.0,0.55,4,4,7,0.6297
spontaneous,46,0,0.0,0.55,4,4,8,0.017
spontaneous,46,0,0.0,0.55,4,4,9,-0.513
spontaneous,46,0,0.0,0.55,4,4,10,0.0573
spontaneous,46,0,0.0,0.55,4,4,11,0.0652
spontaneous,46,0,0.0,0.55,4,4,12,0.0562
spontaneous,46,0,0.0,0.55,4,4,13,-0.4765
spontaneous,46,0,0.0,0.55,4,4,14,0.4851
spontaneous,46,0,0.0,0.55,4,4,15,-0.4951
spontaneous,46,0,0.0,0.55,4,4,16,0.4669
spontaneous,46,0,0.0,0.55,4,4,17,-0.2384
spontaneous,46,0,0.0,0.55,4,4,18,-0.139
spontaneous,46,0,0.0,0.55,4,4,19,-0.139
spontaneous,47,0,0.0,0.55,2,0,0,0.281
spontaneous,47,0,0.0,0.55,2,0,1,0.281
spontaneous,47,0,0.0,0.55,2,0,2,0.1352
spontaneous,47,0,0.0,0.55,2,0,3,-0.4523
spontaneous,47,0,0.0,0.55,2,0,4,0.5237
spontaneous,47,0,0.0,0.55,2,0,5,-0.6786
spontaneous,47,0,0.0,0.55,2,0,6,-0.295
spontaneous,47,0,0.0,0.55,2,0,7,-0.0102
spontaneous,47,0,0.0,0.55,2,0,8,0.0673
spontaneous,47,0,0.0,0.55,2,0,9,0.3019
spontaneous,47,0,0.0,0.55,2,0,10,-0.3102
spontaneous,47,0,0.0,0.55,2,0,11,-0.7702
spontaneous,47,0,0.0,0.55,2,0,12,-0.1571
spontaneous,47,0,0.0,0.55,2,0,13,0.5755
spontaneous,47,0,0.0,0.55,2,0,14,0.5416
spontaneous,47,0,0.0,0.55,2,0,15,0.2697
spontaneous,47,0,0.0,0.55,2,0,16,0.1137
spontaneous,47,0,0.0,0.55,2,0,17,-0.4638
spontaneous,47,0,0.0,0.55,2,0,18,-0.3085
spontaneous,47,0,0.0,0.55,2,0,19,-0.3085
spontaneous,47,0,0.0,0.55,3,1,0,0.1916
spontaneous,47,0,0.0,0.55,3,1,1,0.1916
spontaneous,47,0,0.0,0.55,3,1,2,-0.773
spontaneous,47,0,0.0,0.55,3,1,3,0.2309
spontaneous,47,0,0.0,0.55,3,1,4,0.001
spontaneous,47,0,0.0,0.55,3,1,5,-0.348
spontaneous,47,0,0.0,0.55,3,1,6,0.0721
spontaneous,47,0,0.0,0.55,3,1,7,-0.0459
spontaneous,47,0,0.0,0.55,3,1,8,0.4251
spontaneous,47,0,0.0,0.55,3,1,9,-0.6511
spontaneous,47,0,0.0,0.55,3,1,10,0.0179
spontaneous,47,0,0.0,0.55,3,1,11,-0.303
spontaneous,47,0,0.0,0.55,3,1,12,0.5492
spontaneous,47,0,0.0,0.55,3,1,13,-0.6527
spontaneous,47,0,0.0,0.55,3,1,14,0.1836
spontaneous,47,0,0.0,0.55,3,1,15,0.3209
spontaneous,47,0,0.0,0.55,3,1,16,-0.4253
spontaneous,47,0,0.0,0.55,3,1,17,-0.7806
spontaneous,47,0,0.0,0.55,3,1,18,-0.5579
spontaneous,47,0,0.0,0.55,3,1,19,-0.5579
spontaneous,47,0,0.0,0.55,8,2,0,0.506
spontaneous,47,0,0.0,0.55,8,2,1,0.506
spontaneous,47,0,0.0,0.55,8,2,2,0.3957
spontaneous,47,0,0.0,0.55,8,2,3,0.328
spontaneous,47,0,0.0,0.55,8,2,4,0.0179
spontaneous,47,0,0.0,0.55,8,2,5,-0.006
spontaneous,47,0,0.0,0.55,8,2,6,-0.3456
spontaneous,47,0,0.0,0.55,8,2,7,0.3274
spontaneous,47,0,0.0,0.55,8,2,8,0.6442
spontaneous,47,0,0.0,0.55,8,2,9,-0.6728
spontaneous,47,0,0.0,0.55,8,2,10,0.3195
spontaneous,47,0,0.0,0.55,8,2,11,-0.2099
spontaneous,47,0,0.0,0.55,8,2,12,0.0982
spontaneous,47,0,0.0,0.55,8,2,13,0.261
spontaneous,47,0,0.0,0.55,8,2,14,-0.2594
spontaneous,47,0,0.0,0.55,8,2,15,0.1815
spontaneous,47,0,0.0,0.55,8,2,16,-0.1822
spontaneous,47,0,0.0,0.55,8,2,17,-0.0142
spontaneous,47,0,0.0,0.55,8,2,18,0.1391
spontaneous,47,0,0.0,0.55,8,2,19,0.1391
spontaneous,47,0,0.0,0.55,6,3,0,-0.6196
spontaneous,47,0,0.0,0.55,6,3,1,-0.6196
spontaneous,47,0,0.0,0.55,6,3,2,-0.6248
spontaneous,47,0,0.0,0.55,6,3,3,-0.7178
spontaneous,47,0,0.0,0.55,6,3,4,-0.3526
spontaneous,47,0,0.0,0.55,6,3,5,0.1968
spontaneous,47,0,0.0,0.55,6,3,6,0.118
spontaneous,47,0,0.0,0.55,6,3,7,-0.5125
spontaneous,47,0,0.0,0.55,6,3,8,-0.7233
spontaneous,47,0,0.0,0.55,6,3,9,0.0876
spontaneous,47,0,0.0,0.55,6,3,10,-0.5042
spontaneous,47,0,0.0,0.55,6,3,11,-0.269
spontaneous,47,0,0.0,0.55,6,3,12,0.4268
spontaneous,47,0,0.0,0.55,6,3,13,-0.2581
spontaneous,47,0,0.0,0.55,6,3,14,-0.4256
spontaneous,47,0,0.0,0.55,6,3,15,0.075
spontaneous,47,0,0.0,0.55,6,3,16,-0.458
spontaneous,47,0,0.0,0.55,6,3,17,-0.1238
spontaneous,47,0,0.0,0.55,6,3,18,-0.0293
spontaneous,47,0,0.0,0.55,6,3,19,-0.0293
spontaneous,47,0,0.0,0.55,4,4,0,0.1491
spontaneous,47,0,0.0,0.55,4,4,1,0.1491
spontaneous,47,0,0.0,0.55,4,4,2,0.0593
spontaneous,47,0,0.0,0.55,4,4,3,0.0362
spontaneous,47,0,0.0,0.55,4,4,4,0.3502
spontaneous,47,0,0.0,0.55,4,4,5,-0.1578
spontaneous,47,0,0.0,0.55,4,4,6,-0.5679
spontaneous,47,0,0.0,0.55,4,4,7,0.6297
spontaneous,47,0,0.0,0.55,4,4,8,0.017
spontaneous,47,0,0.0,0.55,4,4,9,-0.513
spontaneous,47,0,0.0,0.55,4,4,10,0.0573
spontaneous,47,0,0.0,0.55,4,4,11,0.0652
spontaneous,47,0,0.0,0.55,4,4,12,0.0562
spontaneous,47,0,0.0,0.55,4,4,13,-0.4765
spontaneous,47,0,0.0,0.55,4,4,14,0.4851
spontaneous,47,0,0.0,0.55,4,4,15,-0.4951
spontaneous,47,0,0.0,0.55,4,4,16,0.4669
spontaneous,47,0,0.0,0.55,4,4,17,-0.2384
spontaneous,47,0,0.0,0.55,4,4,18,-0.139
spontaneous,47,0,0.0,0.55,4,4,19,-0.139
spontaneous,47,1,1.55,0.8,2,0,0,0.0515
spontaneous,47,1,1.55,0.8,2,0,1,0.0515
spontaneous,47,1,1.55,0.8,2,0,2,-0.3287
spontaneous,47,1,1.55,0.8,2,0,3,-0.3513
spontaneous,47,1,1.55,0.8,2,0,4,-0.4241
spontaneous,47,1,1.55,0.8,2,0,5,0.7531
spontaneous,47,1,1.55,0.8,2,0,6,0.4107
spontaneous,47,1,1.55,0.8,2,0,7,0.827
spontaneous,47,1,1.55,0.8,2,0,8,0.0254
spontaneous,47,1,1.55,0.8,2,0,9,-0.0847
spontaneous,47,1,1.55,0.8,2,0,10,0.1551
spontaneous,47,1,1.55,0.8,2,0,11,0.7969
spontaneous,47,1,1.55,0.8,2,0,12,0.6104
spontaneous,47,1,1.55,0.8,2,0,13,0.7043
spontaneous,47,1,1.55,0.8,2,0,14,0.4955
spontaneous,47,1,1.55,0.8,2,0,15,0.3272
spontaneous,47,1,1.55,0.8,2,0,16,-0.3057
spontaneous,47,1,1.55,0.8,2,0,17,0.3239
spontaneous,47,1,1.55,0.8,2,0,18,0.5094
spontaneous,47,1,1.55,0.8,2,0,19,0.5094
spontaneous,47,1,1.55,0.8,3,1,0,-0.3164
spontaneous,47,1,1.55,0.8,3,1,1,-0.3164
spontaneous,47,1,1.55,0.8,3,1,2,0.1825
spontaneous,47,1,1.55,0.8,3,1,3,-0.302
spontaneous,47,1,1.55,0.8,3,1,4,-0.1277
spontaneous,47,1,1.55,0.8,3,1,5,0.5226
spontaneous,47,1,1.55,0.8,3,1,6,-0.1871
spontaneous,47,1,1.55,0.8,3,1,7,-0.648
spontaneous,47,1,1.55,0.8,3,1,8,0.2368
spontaneous,47,1,1.55,0.8,3,1,9,0.522
spontaneous,47,1,1.55,0.8,3,1,10,0.0905
spontaneous,47,1,1.55,0.8,3,1,11,0.4664
spontaneous,47,1,1.55,0.8,3,1,12,-0.0956
spontaneous,47,1,1.55,0.8,3,1,13,0.1032
spontaneous,47,1,1.55,0.8,3,1,14,-0.2592
spontaneous,47,1,1.55,0.8,3,1,15,-0.1197
spontaneous,47,1,1.55,0.8,3,1,16,0.5812
spontaneous,47,1,1.55,0.8,3,1,17,0.3081
spontaneous,47,1,1.55,0.8,3,1,18,0.2178
spontaneous,47,1,1.55,0.8,3,1,19,0.2178
spontaneous,47,1,1.55,0.8,8,2,0,0.4434
spontaneous,47,1,1.55,0.8,8,2,1,0.4434
spontaneous,47,1,1.55,0.8,8,2,2,-0.1567
spontaneous,47,1,1.55,0.8,8,2,3,0.3195
spontaneous,47,1,1.55,0.8,8,2,4,-0.1385
spontaneous,47,1,1.55,0.8,8,2,5,-0.0259
spontaneous,47,1,1.55,0.8,8,2,6,0.4373
spontaneous,47,1,1.55,0.8,8,2,7,0.1977
spontaneous,47,1,1.55,0.8,8,2,8,0.2019
spontaneous,47,1,1.55,0.8,8,2,9,0.3592
spontaneous,47,1,1.55,0.8,8,2,10,-0.1987
spontaneous,47,1,1.55,0.8,8,2,11,0.3399
spontaneous,47,1,1.55,0.8,8,2,12,0.2999
spontaneous,47,1,1.55,0.8,8,2,13,0.4324
spontaneous,47,1,1.55,0.8,8,2,14,0.6497
spontaneous,47,1,1.55,0.8,8,2,15,-0.4229
spontaneous,47,1,1.55,0.8,8,2,16,0.2214
spontaneous,47,1,1.55,0.8,8,2,17,-0.0013
spontaneous,47,1,1.55,0.8,8,2,18,-0.3579
spontaneous,47,1,1.55,0.8,8,2,19,-0.3579
spontaneous,47,1,1.55,0.8,6,3,0,-0.2715
spontaneous,47,1,1.55,0.8,6,3,1,-0.2715
spontaneous,47,1,1.55,0.8,6,3,2,-0.5059
spontaneous,47,1,1.55,0.8,6,3,3,-0.0747
spontaneous,47,1,1.55,0.8,6,3,4,0.013
spontaneous,47,1,1.55,0.8,6,3,5,-0.0427
spontaneous,47,1,1.55,0.8,6,3,6,-0.1121
spontaneous,47,1,1.55,0.8,6,3,7,-0.0759
spontaneous,47,1,1.55,0.8,6,3,8,-0.025
spontaneous,47,1,1.55,0.8,6,3,9,-0.2037
spontaneous,47,1,1.55,0.8,6,3,10,0.4182
spontaneous,47,1,1.55,0.8,6,3,11,0.4644
spontaneous,47,1,1.55,0.8,6,3,12,0.2591
spontaneous,47,1,1.55,0.8,6,3,13,0.2447
spontaneous,47,1,1.55,0.8,6,3,14,-0.0941
spontaneous,47,1,1.55,0.8,6,3,15,-0.0307
spontaneous,47,1,1.55,0.8,6,3,16,0.2557
spontaneous,47,1,1.55,0.8,6,3,17,0.1201
spontaneous,47,1,1.55,0.8,6,3,18,-0.076
spontaneous,47,1,1.55,0.8,6,3,19,-0.076
spontaneous,47,1,1.55,0.8,4,4,0,0.0374
spontaneous,47,1,1.55,0.8,4,4,1,0.0374
spontaneous,47,1,1.55,0.8,4,4,2,0.111
spontaneous,47,1,1.55,0.8,4,4,3,-0.2223
spontaneous,47,1,1.55,0.8,4,4,4,-0.1819
spontaneous,47,1,1.55,0.8,4,4,5,0.5191
spontaneous,47,1,1.55,0.8,4,4,6,0.6033
spontaneous,47,1,1.55,0.8,4,4,7,-0.4021
spontaneous,47,1,1.55,0.8,4,4,8,-0.333
spontaneous,47,1,1.55,0.8,4,4,9,0.5258
spontaneous,47,1,1.55,0.8,4,4,10,-0.3759
spontaneous,47,1,1.55,0.8,4,4,11,0.2905
spontaneous,47,1,1.55,0.8,4,4,12,0.0865
spontaneous,47,1,1.55,0.8,4,4,13,0.0513
spontaneous,47,1,1.55,0.8,4,4,14,0.1572
spontaneous,47,1,1.55,0.8,4,4,15,-0.209
spontaneous,47,1,1.55,0.8,4,4,16,-0.0594
spontaneous,47,1,1.55,0.8,4,4,17,0.2931
spontaneous,47,1,1.55,0.8,4,4,18,0.1025
spontaneous,47,1,1.55,0.8,4,4,19,0.1025
spontaneous,48,0,0.0,0.55,2,0,0,0.281
spontaneous,48,0,0.0,0.55,2,0,1,0.281
spontaneous,48,0,0.0,0.55,2,0,2,0.1352
spontaneous,48,0,0.0,0.55,2,0,3,-0.4523
spontaneous,48,0,0.0,0.55,2,0,4,0.5237
spontaneous,48,0,0.0,0.55,2,0,5,-0.6786
spontaneous,48,0,0.0,0.55,2,0,6,-0.295
spontaneous,48,0,0.0,0.55,2,0,7,-0.0102
spontaneous,48,0,0.0,0.55,2,0,8,0.0673
spontaneous,48,0,0.0,0.55,2,0,9,0.3019
spontaneous,48,0,0.0,0.55,2,0,10,-0.3102
spontaneous,48,0,0.0,0.55,2,0,11,-0.7702
spontaneous,48,0,0.0,0.55,2,0,12,-0.1571
spontaneous,48,0,0.0,0.55,2,0,13,0.5755
spontaneous,48,0,0.0,0.55,2,0,14,0.5416
spontaneous,48,0,0.0,0.55,2,0,15,0.2697
spontaneous,48,0,0.0,0.55,2,0,16,0.1137
spontaneous,48,0,0.0,0.55,2,0,17,-0.4638
spontaneous,48,0,0.0,0.55,2,0,18,-0.3085
spontaneous,48,0,0.0,0.55,2,0,19,-0.3085
spontaneous,48,0,0.0,0.55,3,1,0,0.1916
spontaneous,48,0,0.0,0.55,3,1,1,0.1916
spontaneous,48,0,0.0,0.55,3,1,2,-0.773
spontaneous,48,0,0.0,0.55,3,1,3,0.2309
spontaneous,48,0,0.0,0.55,3,1,4,0.001
spontaneous,48,0,0.0,0.55,3,1,5,-0.348
spontaneous,48,0,0.0,0.55,3,1,6,0.0721
spontaneous,48,0,0.0,0.55,3,1,7,-0.0459
spontaneous,48,0,0.0,0.55,3,1,8,0.4251
spontaneous,48,0,0.0,0.55,3,1,9,-0.6511
spontaneous,48,0,0.0,0.55,3,1,10,0.0179
spontaneous,48,0,0.0,0.55,3,1,11,-0.303
spontaneous,48,0,0.0,0.55,3,1,12,0.5492
spontaneous,48,0,0.0,0.55,3,1,13,-0.6527
spontaneous,48,0,0.0,0.55,3,1,14,0.1836
spontaneous,48,0,0.0,0.55,3,1,15,0.3209
spontaneous,48,0,0.0,0.55,3,1,16,-0.4253
spontaneous,48,0,0.0,0.55,3,1,17,-0.7806
spontaneous,48,0,0.0,0.55,3,1,18,-0.5579
spontaneous,48,0,0.0,0.55,3,1,19,-0.5579
spontaneous,48,0,0.0,0.55,8,2,0,0.506
spontaneous,48,0,0.0,0.55,8,2,1,0.506
spontaneous,48,0,0.0,0.55,8,2,2,0.3957
spontaneous,48,0,0.0,0.55,8,2,3,0.328
spontaneous,48,0,0.0,0.55,8,2,4,0.0179
spontaneous,48,0,0.0,0.55,8,2,5,-0.006
spontaneous,48,0,0.0,0.55,8,2,6,-0.3456
spontaneous,48,0,0.0,0.55,8,2,7,0.3274
spontaneous,48,0,0.0,0.55,8,2,8,0.6442
spontaneous,48,0,0.0,0.55,8,2,9,-0.6728
spontaneous,48,0,0.0,0.55,8,2,10,0.3195
spontaneous,48,0,0.0,0.55,8,2,11,-0.2099
spontaneous,48,0,0.0,0.55,8,2,12,0.0982
spontaneous,48,0,0.0,0.55,8,2,13,0.261
spontaneous,48,0,0.0,0.55,8,2,14,-0.2594
spontaneous,48,0,0.0,0.55,8,2,15,0.1815
spontaneous,48,0,0.0,0.55,8,2,16,-0.1822
spontaneous,48,0,0.0,0.55,8,2,17,-0.0142
spontaneous,48,0,0.0,0.55,8,2,18,0.1391
spontaneous,48,0,0.0,0.55,8,2,19,0.1391
spontaneous,48,0,0.0,0.55,6,3,0,-0.6196
spontaneous,48,0,0.0,0.55,6,3,1,-0.6196
spontaneous,48,0,0.0,0.55,6,3,2,-0.6248
spontaneous,48,0,0.0,0.55,6,3,3,-0.7178
spontaneous,48,0,0.0,0.55,6,3,4,-0.3526
spontaneous,48,0,0.0,0.55,6,3,5,0.1968
spontaneous,48,0,0.0,0.55,6,3,6,0.118
spontaneous,48,0,0.0,0.55,6,3,7,-0.5125
spontaneous,48,0,0.0,0.55,6,3,8,-0.7233
spontaneous,48,0,0.0,0.55,6,3,9,0.0876
spontaneous,48,0,0.0,0.55,6,3,10,-0.5042
spontaneous,48,0,0.0,0.55,6,3,11,-0.269
spontaneous,48,0,0.0,0.55,6,3,12,0.4268
spontaneous,48,0,0.0,0.55,6,3,13,-0.2581
spontaneous,48,0,0.0,0.55,6,3,14,-0.4256
spontaneous,48,0,0.0,0.55,6,3,15,0.075
spontaneous,48,0,0.0,0.55,6,3,16,-0.458
spontaneous,48,0,0.0,0.55,6,3,17,-0.1238
spontaneous,48,0,0.0,0.55,6,3,18,-0.0293
spontaneous,48,0,0.0,0.55,6,3,19,-0.0293
spontaneous,48,0,0.0,0.55,4,4,0,0.1491
spontaneous,48,0,0.0,0.55,4,4,1,0.1491
spontaneous,48,0,0.0,0.55,4,4,2,0.0593
spontaneous,48,0,0.0,0.55,4,4,3,0.0362
spontaneous,48,0,0.0,0.55,4,4,4,0.3502
spontaneous,48,0,0.0,0.55,4,4,5,-0.1578
spontaneous,48,0,0.0,0.55,4,4,6,-0.5679
spontaneous,48,0,0.0,0.55,4,4,7,0.6297
spontaneous,48,0,0.0,0.55,4,4,8,0.017
spontaneous,48,0,0.0,0.55,4,4,9,-0.513
spontaneous,48,0,0.0,0.55,4,4,10,0.0573
spontaneous,48,0,0.0,0.55,4,4,11,0.0652
spontaneous,48,0,0.0,0.55,4,4,12,0.0562
spontaneous,48,0,0.0,0.55,4,4,13,-0.4765
spontaneous,48,0,0.0,0.55,4,4,14,0.4851
spontaneous,48,0,0.0,0.55,4,4,15,-0.4951
spontaneous,48,0,0.0,0.55,4,4,16,0.4669
spontaneous,48,0,0.0,0.55,4,4,17,-0.2384
spontaneous,48,0,0.0,0.55,4,4,18,-0.139
spontaneous,48,0,0.0,0.55,4,4,19,-0.139
spontaneous,48,1,1.55,1.4,2,0,0,-0.308
spontaneous,48,1,1.55,1.4,2,0,1,-0.308
spontaneous,48,1,1.55,1.4,2,0,2,-0.3019
spontaneous,48,1,1.55,1.4,2,0,3,-0.3857
spontaneous,48,1,1.55,1.4,2,0,4,-0.2283
spontaneous,48,1,1.55,1.4,2,0,5,-0.0009
spontaneous,48,1,1.55,1.4,2,0,6,0.2007
spontaneous,48,1,1.55,1.4,2,0,7,0.2506
spontaneous,48,1,1.55,1.4,2,0,8,0.0062
spontaneous,48,1,1.55,1.4,2,0,9,0.0306
spontaneous,48,1,1.55,1.4,2,0,10,0.1491
spontaneous,48,1,1.55,1.4,2,0,11,0.5458
spontaneous,48,1,1.55,1.4,2,0,12,0.0674
spontaneous,48,1,1.55,1.4,2,0,13,0.1711
spontaneous,48,1,1.55,1.4,2,0,14,0.3025
spontaneous,48,1,1.55,1.4,2,0,15,0.2391
spontaneous,48,1,1.55,1.4,2,0,16,0.1981
spontaneous,48,1,1.55,1.4,2,0,17,-0.0001
spontaneous,48,1,1.55,1.4,2,0,18,0.3594
spontaneous,48,1,1.55,1.4,2,0,19,0.3594
spontaneous,48,1,1.55,1.4,3,1,0,-0.0848
spontaneous,48,1,1.55,1.4,3,1,1,-0.0848
spontaneous,48,1,1.55,1.4,3,1,2,-0.0915
spontaneous,48,1,1.55,1.4,3,1,3,-0.2372
spontaneous,48,1,1.55,1.4,3,1,4,0.0157
spontaneous,48,1,1.55,1.4,3,1,5,0.0835
spontaneous,48,1,1.55,1.4,3,1,6,-0.3351
spontaneous,48,1,1.55,1.4,3,1,7,-0.4994
spontaneous,48,1,1.55,1.4,3,1,8,0.3066
spontaneous,48,1,1.55,1.4,3,1,9,0.4763
spontaneous,48,1,1.55,1.4,3,1,10,-0.2763
spontaneous,48,1,1.55,1.4,3,1,11,0.2882
spontaneous,48,1,1.55,1.4,3,1,12,-0.4244
spontaneous,48,1,1.55,1.4,3,1,13,0.1385
spontaneous,48,1,1.55,1.4,3,1,14,-0.1104
spontaneous,48,1,1.55,1.4,3,1,15,-0.0299
spontaneous,48,1,1.55,1.4,3,1,16,0.5822
spontaneous,48,1,1.55,1.4,3,1,17,-0.3065
spontaneous,48,1,1.55,1.4,3,1,18,-0.0753
spontaneous,48,1,1.55,1.4,3,1,19,-0.0753
spontaneous,48,1,1.55,1.4,8,2,0,0.4505
spontaneous,48,1,1.55,1.4,8,2,1,0.4505
spontaneous,48,1,1.55,1.4,8,2,2,0.0617
spontaneous,48,1,1.55,1.4,8,2,3,0.114
spontaneous,48,1,1.55,1.4,8,2,4,0.0585
spontaneous,48,1,1.55,1.4,8,2,5,-0.1079
spontaneous,48,1,1.55,1.4,8,2,6,-0.0272
spontaneous,48,1,1.55,1.4,8,2,7,0.2163
spontaneous,48,1,1.55,1.4,8,2,8,0.0823
spontaneous,48,1,1.55,1.4,8,2,9,0.1933
spontaneous,48,1,1.55,1.4,8,2,10,-0.2162
spontaneous,48,1,1.55,1.4,8,2,11,-0.0248
spontaneous,48,1,1.55,1.4,8,2,12,0.1486
spontaneous,48,1,1.55,1.4,8,2,13,-0.2502
spontaneous,48,1,1.55,1.4,8,2,14,0.4418
spontaneous,48,1,1.55,1.4,8,2,15,-0.1833
spontaneous,48,1,1.55,1.4,8,2,16,0.0399
spontaneous,48,1,1.55,1.4,8,2,17,0.3115
spontaneous,48,1,1.55,1.4,8,2,18,-0.5074
spontaneous,48,1,1.55,1.4,8,2,19,-0.5074
spontaneous,48,1,1.55,1.4,6,3,0,-0.5388
spontaneous,48,1,1.55,1.4,6,3,1,-0.5388
spontaneous,48,1,1.55,1.4,6,3,2,-0.3819
spontaneous,48,1,1.55,1.4,6,3,3,-0.359
spontaneous,48,1,1.55,1.4,6,3,4,-0.3902
spontaneous,48,1,1.55,1.4,6,3,5,-0.3564
spontaneous,48,1,1.55,1.4,6,3,6,-0.4851
spontaneous,48,1,1.55,1.4,6,3,7,-0.3568
spontaneous,48,1,1.55,1.4,6,3,8,-0.2579
spontaneous,48,1,1.55,1.4,6,3,9,-0.2199
spontaneous,48,1,1.55,1.4,6,3,10,-0.0479
spontaneous,48,1,1.55,1.4,6,3,11,-0.0912
spontaneous,48,1,1.55,1.4,6,3,12,-0.2618
spontaneous,48,1,1.55,1.4,6,3,13,-0.1706
spontaneous,48,1,1.55,1.4,6,3,14,-0.2578
spontaneous,48,1,1.55,1.4,6,3,15,-0.2984
spontaneous,48,1,1.55,1.4,6,3,16,0.0806
spontaneous,48,1,1.55,1.4,6,3,17,0.0421
spontaneous,48,1,1.55,1.4,6,3,18,-0.2896
spontaneous,48,1,1.55,1.4,6,3,19,-0.2896
spontaneous,48,1,1.55,1.4,4,4,0,-0.016
spontaneous,48,1,1.55,1.4,4,4,1,-0.016
spontaneous,48,1,1.55,1.4,4,4,2,-0.0083
spontaneous,48,1,1.55,1.4,4,4,3,0.0262
spontaneous,48,1,1.55,1.4,4,4,4,0.0505
spontaneous,48,1,1.55,1.4,4,4,5,-0.0175
spontaneous,48,1,1.55,1.4,4,4,6,0.2763
spontaneous,48,1,1.55,1.4,4,4,7,-0.2952
spontaneous,48,1,1.55,1.4,4,4,8,-0.4873
spontaneous,48,1,1.55,1.4,4,4,9,0.5157
spontaneous,48,1,1.55,1.4,4,4,10,-0.3152
spontaneous,48,1,1.55,1.4,4,4,11,0.1629
spontaneous,48,1,1.55,1.4,4,4,12,-0.1845
spontaneous,48,1,1.55,1.4,4,4,13,0.3605
spontaneous,48,1,1.55,1.4,4,4,14,0.0921
spontaneous,48,1,1.55,1.4,4,4,15,-0.1146
spontaneous,48,1,1.55,1.4,4,4,16,-0.1199
spontaneous,48,1,1.55,1.4,4,4,17,-0.0654
spontaneous,48,1,1.55,1.4,4,4,18,-0.247
spontaneous,48,1,1.55,1.4,4,4,19,-0.247
spontaneous,49,0,0.0,0.55,2,0,0,0.281
spontaneous,49,0,0.0,0.55,2,0,1,0.281
spontaneous,49,0,0.0,0.55,2,0,2,0.1352
spontaneous,49,0,0.0,0.55,2,0,3,-0.4523
spontaneous,49,0,0.0,0.55,2,0,4,0.5237
spontaneous,49,0,0.0,0.55,2,0,5,-0.6786
spontaneous,49,0,0.0,0.55,2,0,6,-0.295
spontaneous,49,0,0.0,0.55,2,0,7,-0.0102
spontaneous,49,0,0.0,0.55,2,0,8,0.0673
spontaneous,49,0,0.0,0.55,2,0,9,0.3019
spontaneous,49,0,0.0,0.55,2,0,10,-0.3102
spontaneous,49,0,0.0,0.55,2,0,11,-0.7702
spontaneous,49,0,0.0,0.55,2,0,12,-0.1571
spontaneous,49,0,0.0,0.55,2,0,13,0.5755
spontaneous,49,0,0.0,0.55,2,0,14,0.5416
spontaneous,49,0,0.0,0.55,2,0,15,0.2697
spontaneous,49,0,0.0,0.55,2,0,16,0.1137
spontaneous,49,0,0.0,0.55,2,0,17,-0.4638
spontaneous,49,0,0.0,0.55,2,0,18,-0.3085
spontaneous,49,0,0.0,0.55,2,0,19,-0.3085
spontaneous,49,0,0.0,0.55,3,1,0,0.1916
spontaneous,49,0,0.0,0.55,3,1,1,0.1916
spontaneous,49,0,0.0,0.55,3,1,2,-0.773
spontaneous,49,0,0.0,0.55,3,1,3,0.2309
spontaneous,49,0,0.0,0.55,3,1,4,0.001
spontaneous,49,0,0.0,0.55,3,1,5,-0.348
spontaneous,49,0,0.0,0.55,3,1,6,0.0721
spontaneous,49,0,0.0,0.55,3,1,7,-0.0459
spontaneous,49,0,0.0,0.55,3,1,8,0.4251
spontaneous,49,0,0.0,0.55,3,1,9,-0.6511
spontaneous,49,0,0.0,0.55,3,1,10,0.0179
spontaneous,49,0,0.0,0.55,3,1,11,-0.303
spontaneous,49,0,0.0,0.55,3,1,12,0.5492
spontaneous,49,0,0.0,0.55,3,1,13,-0.6527
spontaneous,49,0,0.0,0.55,3,1,14,0.1836
spontaneous,49,0,0.0,0.55,3,1,15,0.3209
spontaneous,49,0,0.0,0.55,3,1,16,-0.4253
spontaneous,49,0,0.0,0.55,3,1,17,-0.7806
spontaneous,49,0,0.0,0.55,3,1,18,-0.5579
spontaneous,49,0,0.0,0.55,3,1,19,-0.5579
spontaneous,49,0,0.0,0.55,8,2,0,0.506
spontaneous,49,0,0.0,0.55,8,2,1,0.506
spontaneous,49,0,0.0,0.55,8,2,2,0.3957
spontaneous,49,0,0.0,0.55,8,2,3,0.328
spontaneous,49,0,0.0,0.55,8,2,4,0.0179
spontaneous,49,0,0.0,0.55,8,2,5,-0.006
spontaneous,49,0,0.0,0.55,8,2,6,-0.3456
spontaneous,49,0,0.0,0.55,8,2,7,0.3274
