subset,dose_uM,seed,nca_pa,quiescent_fraction,command_rate_hz,network_rate_hz,non_nca_sha
nca_block,200.0,42,75.0,0.0,17.984375,5.580694444444444,54788ddcf622669910f9f6738d8b84167346a3e80f96c1982c26d345388c5478
nca_block,1000.0,42,75.0,0.0,13.765625,4.232083333333334,54788ddcf622669910f9f6738d8b84167346a3e80f96c1982c26d345388c5478
